_rank|📈|_name|_score|_link|backdrop|clothing|color shade|emotion|eye|head|house of|mouth|name|texture|unique
1260|🔴-461|BitToonDAO #459|117.98293640791168|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/459|Butterfly Wings|Oriental Uniform|Billiard Whitie|None|None|Reindeer Hoodie|Media|Duckie||Plastic|
1261|🔴-9|BitToonDAO #1514|117.95986237297258|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1514|RPG|Kid's Overalls|Morning Galaxie|None|Confused Glasses|Lovelove Headband|Bull|None||Plastic|
1262|🔴-156|BitToonDAO #1143|117.94814480982116|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1143|Wooden Staff|Superstar Sweater|Emerald Jettie|None|None|Frog Head|Government|None||Plastic|
1263|🔴-86|BitToonDAO #45|117.91671292789714|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/45|BitToon Flag|Peony Shirt|Sunset Rubie|None|Cyclops|Chubby Unicorn|Giant|None||Metal|
1264|🔴-3|BitToonDAO #1577|117.90888972859567|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1577|RPG|Kid's Overalls|Morning Galaxie|None|Confused Glasses|Witch Hat|Officer|None||Plastic|
1265|🟡|BitToonDAO #2026|117.8678003213383|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2026|Double Chups|T-Shirt|Aurora Mistie|None|None|Viking Hat|Giant|None||Jelly Bowl|
1266|🟡|BitToonDAO #2022|117.77936461820673|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2022|Oxygen Tank|Superstar Sweater|Autumn Lillie|None|None|Cat Earphones|Empress|None||Metal|
1267|🔴-157|BitToonDAO #1401|117.77566323733959|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1401|Wooden Staff|Superstar Sweater|Emerald Jettie|None|None|Reindeer Hoodie|Government|None||Plastic|
1268|🟢+67|BitToonDAO #356|117.75907331259464|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/356|Butterfly Wings|None|Silver Lavandie|None|None|Pumpkin Head|Bank|None||Metal|
1269|🟡|BitToonDAO #1916|117.7395052499299|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1916|Oxygen Tank|T-Shirt|Dusty Cyanie|None|3D Goggles|Undercut|Knight|Moustache||Plastic|
1270|🔴-89|BitToonDAO #3|117.73397422532052|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/3|Skateboard|Leather Jacket|Elegant Goldie|None|None|Hat|Bear|Pipe||Jelly Bowl|
1271|🟢+2|BitToonDAO #1297|117.73268008754683|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1297|Angel Wings|Peony Shirt|Ocean Canarie|None|None|Farmer Hat|Bank|None||Jelly Bowl|
1272|🔴-113|BitToonDAO #647|117.7085613549543|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/647|RPG|None|Emerald Jettie|None|None|Chubby Unicorn|Giant|Pipe||Ceramic|
1273|🟢+30|BitToonDAO #793|117.6903533686013|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/793|Oxygen Tank|T-Shirt|Ocean Canarie|None|None|Chubby Unicorn|Coin|Moustache||Plastic|
1274|🔴-144|BitToonDAO #281|117.68478420370899|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/281|BitToon Flag|Superstar Sweater|Forest Pinkie|None|None|Farmer Hat|Cash|None||Metal|
1275|🟢+81|BitToonDAO #493|117.68356698657627|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/493|Skateboard|None|Elegant Goldie|None|Cyclops|Crown|Gold|None||Mummy|
1276|🔴-180|BitToonDAO #895|117.61329782680914|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/895|Butterfly Wings|Oriental Uniform|Billiard Whitie|None|None|Witch Hat|Believer|Duckie||Plastic|
1277|🔴-94|BitToonDAO #201|117.59651803042611|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/201|RPG|Leather Jacket|Dusty Cyanie|None|Cyclops|Undercut|Gold|Moustache||Plastic|
1278|🔴-41|BitToonDAO #1651|117.59306868604189|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1651|Guitar|Leather Jacket|Dusty Cyanie|None|None|Frog Head|Coin|Pacifier||Metal|
1279|🔴-692|BitToonDAO #985|117.59247315905476|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/985|Guitar|None|Autumn Lillie|None|None|None|Pirate|Lollipop||Plastic|
1280|🔴-4|BitToonDAO #1792|117.57836300066622|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1792|RPG|Peony Shirt|Flamingo Zirconie|None|None|Pumpkin Head|Cypher|None||Plastic|
1281|🟡|BitToonDAO #1896|117.54456334644755|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1896|Wooden Staff|Leather Jacket|Silver Lavandie|None|None|Witch Hat|Cash|None||Ceramic|
1282|🔴-129|BitToonDAO #1277|117.54027807230884|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1277|RPG|None|Emerald Jettie|None|None|Farmer Hat|Dreamer|Pipe||Ceramic|
1283|🟡|BitToonDAO #2101|117.5316148796316|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2101|RPG|Leather Jacket|Morning Galaxie|None|None|Viking Hat|Cash|Leather Mask||Ceramic|
1284|🟡|BitToonDAO #2074|117.47416379205642|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2074|Angel Wings|Leather Jacket|Scalet Bluie|None|Bozo Glasses|Viking Hat|Cypher|None||Plastic|
1285|🔴-211|BitToonDAO #1533|117.42646044909449|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1533|Backpack|Leather Jacket|Scalet Bluie|None|None|Tribal Hat|Prophet|Leather Mask||Jelly Bowl|
1286|🔴-303|BitToonDAO #578|117.41487258752906|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/578|Skateboard|None|Morning Galaxie|None|Cyclops|Robinhood Hat|Empress|None||Mummy|
1287|🔴-227|BitToonDAO #1421|117.38906937636024|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1421|Devil Wings|Oriental Uniform|Autumn Lillie|None|None|Pompadour|Believer|None||Plastic|
1288|🔴-370|BitToonDAO #1020|117.34135894244667|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1020|RPG|T-Shirt|Sunset Rubie|None|3D Goggles|Viking Hat|Prophet|Crow Beak||Plastic|
1289|🔴-8|BitToonDAO #1357|117.32402063360443|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1357|Oxygen Tank|Superstar Sweater|Emerald Jettie|None|Eye Pad|Pirate Hat|Bank|None||Plastic|
1290|🔴-311|BitToonDAO #108|117.3033131848719|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/108|Butterfly Wings|Count|Ocean Canarie|None|None|Pumpkin Head|Queen|None||Plastic|
1291|🟢+19|BitToonDAO #841|117.24432128993251|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/841|Butterfly Wings|Oriental Uniform|Billiard Whitie|None|None|Frog Head|Seed|Duckie||Plastic|
1292|🔴-27|BitToonDAO #1503|117.24375926626409|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1503|Devil Wings|Fur Coat|Dusty Cyanie|None|None|Pompadour|Gold|None||Plastic|
1293|🔴-154|BitToonDAO #850|117.19295289225424|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/850|RPG|Leather Jacket|Morning Galaxie|None|Cyclops|Undercut|Bank|Pacifier||Plastic|
1293|🟡|BitToonDAO #1990|117.19295289225424|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1990|Devil Wings|Leather Jacket|Morning Galaxie|None|Cyclops|Undercut|Phoenix|Pacifier||Plastic|
1295|🔴-178|BitToonDAO #950|117.15910343384991|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/950|Backpack|Leather Jacket|Sunset Rubie|None|Cyclops|Undercut|Cypher|Leather Mask||Plastic|
1296|🔴-151|BitToonDAO #1051|117.10828542362403|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1051|Double Chups|Kid's Overalls|Scalet Bluie|None|Snorkeling Goggles|Undercut|Chef|None||Jelly Bowl|
1297|🟡|BitToonDAO #2005|117.10610462064817|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2005|RPG|Oriental Uniform|Sunset Rubie|None|None|Viking Hat|Cash|None||Clay Dough|
1298|🔴-12|BitToonDAO #172|117.08820434979098|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/172|Butterfly Wings|Leather Jacket|Flamingo Zirconie|None|None|Pumpkin Head|Blockchain|None||Metal|
1299|🟢+56|BitToonDAO #340|117.0622853286666|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/340|Backpack|T-Shirt|Aurora Mistie|None|None|Chubby Unicorn|Dragon|None||Jelly Bowl|
1300|🔴-128|BitToonDAO #562|117.0508891223581|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/562|RPG|T-Shirt|Dusty Cyanie|None|3D Goggles|Undercut|Knight|Moustache||Plastic|
1300|🔴-103|BitToonDAO #932|117.0508891223581|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/932|Devil Wings|T-Shirt|Dusty Cyanie|None|3D Goggles|Undercut|Angel|Moustache||Plastic|
1302|🔴-34|BitToonDAO #732|117.04614719794775|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/732|Butterfly Wings|T-Shirt|Sunset Rubie|None|None|Farmer Hat|Demon|None||Clay Dough|
1303|🔴-59|BitToonDAO #398|117.03670744316993|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/398|Butterfly Wings|Peony Shirt|Silver Lavandie|None|None|Lovelove Headband|Bubble|None||Jelly Bowl|
1304|🟢+61|BitToonDAO #396|117.02617400765139|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/396|Butterfly Wings|Kid's Overalls|Forest Pinkie|None|Eye Pad|Pirate Hat|Knight|None||Plastic|
1305|🟢+13|BitToonDAO #549|117.0197711832565|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/549|Devil Wings|None|Elegant Goldie|None|Cyclops|Crown|Market|None||Mummy|
1306|🔴-26|BitToonDAO #1243|116.94526374459656|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1243|Double Chups|Peony Shirt|Forest Pinkie|None|None|Lovelove Headband|Angel|Duckie||Plastic|
1307|🟡|BitToonDAO #1889|116.92680886424596|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1889|BitToon Flag|Peony Shirt|Emerald Jettie|None|None|Cat Earphones|Queen|Duckie||Metal|
1308|🔴-62|BitToonDAO #332|116.84667648966747|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/332|Oxygen Tank|Kid's Overalls|Aurora Mistie|None|None|Witch Hat|Bank|None||Jelly Bowl|
1309|🔴-154|BitToonDAO #893|116.82567756056979|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/893|Double Chups|Count|Morning Galaxie|None|Eye Pad|Pirate Hat|Bot|None||Plastic|
1310|🔴-142|BitToonDAO #1162|116.8205933622839|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1162|Backpack|Count|Sunset Rubie|None|Bozo Glasses|Farmer Hat|Coin|None||Plastic|
1311|🟡|BitToonDAO #1970|116.78793784470345|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1970|Skateboard|Fur Coat|Dusty Cyanie|None|None|Cat Earphones|Bot|None||Plastic|
1312|🔴-6|BitToonDAO #1522|116.74251354968911|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1522|Devil Wings|Superstar Sweater|Forest Pinkie|None|None|Reindeer Hoodie|Market|None||Metal|
1313|🟡|BitToonDAO #2019|116.70129201948454|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2019|Guitar|Superstar Sweater|Elegant Goldie|None|None|None|Bot|Lollipop||Plastic|
1314|🔴-35|BitToonDAO #324|116.69556482422645|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/324|Butterfly Wings|Peony Shirt|Scalet Bluie|None|Eyeglasses|Chubby Unicorn|Chef|None||Plastic|
1315|🔴-245|BitToonDAO #739|116.69522269433948|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/739|Oxygen Tank|Count|Morning Galaxie|None|None|Witch Hat|Tiger|Crow Beak||Plastic|
1316|🟢+33|BitToonDAO #1095|116.68189966359569|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1095|RPG|T-Shirt|Aurora Mistie|None|None|Reindeer Hoodie|Miner|None||Jelly Bowl|
1317|🔴-115|BitToonDAO #204|116.65866909337659|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/204|Butterfly Wings|T-Shirt|Elegant Goldie|None|None|Reindeer Hoodie|Cash|None||Clay Dough|
1318|🔴-49|BitToonDAO #1411|116.5652995614308|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1411|Oxygen Tank|Superstar Sweater|Silver Lavandie|None|None|Farmer Hat|King|None||Metal|
1319|🔴-218|BitToonDAO #104|116.54404062488408|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/104|RPG|Count|Sunset Rubie|None|Bozo Glasses|Reindeer Hoodie|Dreamer|None||Plastic|
1320|🔴-318|BitToonDAO #1655|116.51798157737885|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1655|Backpack|T-Shirt|Sunset Rubie|None|3D Goggles|Undercut|Pirate|Crow Beak||Plastic|
1321|🔴-435|BitToonDAO #1722|116.50694478187678|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1722|BitToon Flag|Fur Coat|Dusty Cyanie|None|None|Pompadour|Queen|None||Plastic|
1322|🔴-365|BitToonDAO #579|116.49669553289402|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/579|Butterfly Wings|Superstar Sweater|Ocean Canarie|None|None|Lovelove Headband|Queen|None||Metal|
1323|🔴-148|BitToonDAO #1223|116.44330144513403|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1223|Guitar|Oriental Uniform|Autumn Lillie|None|None|Pompadour|Phoenix|None||Plastic|
1324|🔴-351|BitToonDAO #165|116.44188187063398|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/165|Double Chups|T-Shirt|Sunset Rubie|None|3D Goggles|Cat Earphones|Vampire|Crow Beak||Plastic|
1325|🟢+37|BitToonDAO #1214|116.43990188032656|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1214|Backpack|T-Shirt|Scalet Bluie|None|Eye Pad|Pirate Hat|Angel|Pipe||Plastic|
1326|🔴-92|BitToonDAO #816|116.41305516863063|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/816|RPG|Leather Jacket|Billiard Whitie|None|Eye Pad|Pirate Hat|Dreamer|None||Plastic|
1327|🔴-651|BitToonDAO #1183|116.39068444394219|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1183|Oxygen Tank|T-Shirt|Dusty Cyanie|None|3D Goggles|Viking Hat|Media|Moustache||Plastic|
1328|🔴-579|BitToonDAO #249|116.38002339454519|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/249|None|Kid's Overalls|Sunset Rubie|None|None|None|Blockchain|Pipe||Plastic|
1329|🔴-667|BitToonDAO #1294|116.30351928085429|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1294|RPG|Superstar Sweater|Elegant Goldie|None|None|None|Giant|Lollipop||Plastic|
1330|🔴-626|BitToonDAO #1712|116.22647923255721|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1712|BitToon Flag|Superstar Sweater|Elegant Goldie|None|None|None|Vampire|Lollipop||Plastic|
1331|🔴-67|BitToonDAO #939|116.22559786110115|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/939|Devil Wings|None|Autumn Lillie|None|Eye Pad|Pirate Hat|Virus|None||Plastic|
1332|🟢+34|BitToonDAO #373|116.19706319602199|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/373|Guitar|None|Morning Galaxie|None|Cyclops|Robinhood Hat|Angel|None||Mummy|
1333|🟡|BitToonDAO #1923|116.17745312270135|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1923|Double Chups|Count|Flamingo Zirconie|None|Bozo Glasses|Viking Hat|Media|None||Plastic|
1334|🔴-211|BitToonDAO #34|116.16753549688308|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/34|Devil Wings|Peony Shirt|Emerald Jettie|None|None|Witch Hat|Coin|Duckie||Metal|
1335|🔴-264|BitToonDAO #1201|116.16008048402547|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1201|Double Chups|T-Shirt|Flamingo Zirconie|None|3D Goggles|Viking Hat|Miner|Leather Mask||Plastic|
1336|🔴-342|BitToonDAO #1617|116.13936086223062|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1617|Double Chups|T-Shirt|Sunset Rubie|None|3D Goggles|Viking Hat|King|Crow Beak||Plastic|
1337|🔴-8|BitToonDAO #217|116.13445888625945|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/217|Butterfly Wings|T-Shirt|Sunset Rubie|None|None|Frog Head|King|None||Clay Dough|
1338|🔴-415|BitToonDAO #1498|116.07263827856374|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1498|Guitar|Count|Flamingo Zirconie|None|Bozo Glasses|None|Miner|None||Plastic|
1339|🔴-597|BitToonDAO #977|116.04285987943649|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/977|None|None|Elegant Goldie|None|None|Pompadour|Empress|None||Plastic|
1340|🔴-400|BitToonDAO #1053|116.01184585519891|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1053|None|Peony Shirt|Dusty Cyanie|None|None|Undercut|Tiger|None||Plastic|
1341|🟡|BitToonDAO #1863|116.01112780269166|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1863|Skateboard|None|Autumn Lillie|None|None|None|Queen|Lollipop||Plastic|
1342|🟢+59|BitToonDAO #1670|115.9301552722884|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1670|Butterfly Wings|Kid's Overalls|Forest Pinkie|None|Eye Pad|Pirate Hat|Dragon|None||Plastic|
1343|🟢+39|BitToonDAO #446|115.79783655037234|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/446|Devil Wings|None|Aurora Mistie|None|None|Lovelove Headband|Market|None||Plastic|
1344|🔴-105|BitToonDAO #689|115.79558106468649|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/689|Butterfly Wings|Superstar Sweater|Elegant Goldie|None|None|Chubby Unicorn|Government|None||Metal|
1345|🟡|BitToonDAO #2015|115.71634515203523|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2015|Double Chups|Leather Jacket|Silver Lavandie|None|Cyclops|Undercut|Bull|Pipe||Plastic|
1346|🟡|BitToonDAO #1906|115.6726506407261|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1906|Devil Wings|Leather Jacket|Sunset Rubie|None|Cyclops|Undercut|Cash|Crow Beak||Plastic|
1347|🟡|BitToonDAO #1833|115.66492127775824|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1833|Backpack|T-Shirt|Sunset Rubie|None|3D Goggles|Viking Hat|Government|Crow Beak||Plastic|
1348|🔴-201|BitToonDAO #659|115.64936110662438|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/659|RPG|Leather Jacket|Elegant Goldie|None|None|Tribal Hat|Phoenix|Leather Mask||Jelly Bowl|
1349|🔴-146|BitToonDAO #1787|115.64778029184536|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1787|Backpack|Superstar Sweater|Scalet Bluie|None|Eye Pad|Pirate Hat|Cash|None||Plastic|
1350|🔴-480|BitToonDAO #1519|115.58651006643687|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1519|Skateboard|Peony Shirt|Scalet Bluie|None|Bozo Glasses|None|Believer|None||Plastic|
1351|🟡|BitToonDAO #1893|115.57601590744312|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1893|None|Kid's Overalls|Scalet Bluie|None|Eyeglasses|Witch Hat|Empress|None||Plastic|
1352|🔴-16|BitToonDAO #1525|115.54454353194822|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1525|Wooden Staff|Leather Jacket|Scalet Bluie|None|None|Pumpkin Head|Miner|None||Plastic|
1353|🔴-152|BitToonDAO #1687|115.51999682745681|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1687|BitToon Flag|Oriental Uniform|Autumn Lillie|None|None|Pompadour|Miner|None||Plastic|
1354|🟡|BitToonDAO #2051|115.5052551245087|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2051|Backpack|None|Emerald Jettie|None|None|Viking Hat|Believer|Pipe||Ceramic|
1355|🔴-132|BitToonDAO #1608|115.50229792668803|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1608|Double Chups|T-Shirt|Emerald Jettie|None|Bozo Glasses|Crown|Phoenix|None||Jelly Bowl|
1356|🔴-144|BitToonDAO #846|115.46398665057094|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/846|Double Chups|Peony Shirt|Forest Pinkie|None|None|Witch Hat|King|Duckie||Plastic|
1357|🟡|BitToonDAO #1874|115.45283988556785|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1874|Double Chups|Leather Jacket|Elegant Goldie|None|Cyclops|Undercut|Empress|Pacifier||Plastic|
1358|🟡|BitToonDAO #2040|115.45163340479714|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2040|Backpack|Superstar Sweater|Emerald Jettie|None|Bozo Glasses|None|Angel|None||Plastic|
1359|🟢+31|BitToonDAO #966|115.42519640143217|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/966|Devil Wings|Leather Jacket|Dusty Cyanie|None|None|Crown|Officer|Duckie||Jelly Bowl|
1360|🟢+21|BitToonDAO #279|115.398880486479|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/279|Butterfly Wings|Leather Jacket|Cosmic Lovie|None|None|Frog Head|Farmer|None||Plastic|
1361|🟡|BitToonDAO #1907|115.34733199937189|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1907|Devil Wings|None|Autumn Lillie|None|None|None|Chef|Lollipop||Plastic|
1362|🟢+81|BitToonDAO #603|115.31988603752886|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/603|Guitar|Leather Jacket|Flamingo Zirconie|None|None|Lovelove Headband|Officer|Pipe||Plastic|
1363|🔴-227|BitToonDAO #266|115.30390546356047|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/266|BitToon Flag|Leather Jacket|Emerald Jettie|None|None|Crown|Cash|Pipe||Jelly Bowl|
1364|🔴-320|BitToonDAO #1034|115.30276449852485|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1034|Devil Wings|Leather Jacket|Flamingo Zirconie|None|None|Cat Earphones|Knight|Leather Mask||Jelly Bowl|
1365|🔴-343|BitToonDAO #1455|115.2866393005934|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1455|RPG|T-Shirt|Aurora Mistie|None|None|Frog Head|Queen|None||Jelly Bowl|
1366|🟡|BitToonDAO #2073|115.164669933647|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2073|Backpack|Kid's Overalls|Morning Galaxie|None|Confused Glasses|Viking Hat|Government|None||Plastic|
1367|🟢+90|BitToonDAO #404|115.1387063565015|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/404|BitToon Flag|None|Forest Pinkie|None|None|Farmer Hat|Officer|None||Ceramic|
1368|🔴-508|BitToonDAO #1232|115.0776739150847|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1232|None|Peony Shirt|Dusty Cyanie|None|None|Cat Earphones|Virus|None||Plastic|
1369|🔴-18|BitToonDAO #451|115.03645316410508|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/451|Guitar|Peony Shirt|Sunset Rubie|None|Eye Pad|Pirate Hat|Vampire|None||Plastic|
