rank|name|score|link|Background|Spotlight|Particles|Left Hand|Head|Eyes|Mouth|Hairstyle|Right Hand|Outfits
3096|Chibism #2191|203.04099015591686|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2191|Rainbow|Spotlight|Scissors|Head|Happy|Growling|Highlighted Cream|Chill|Hoodie Tee Light Grey|-
3097|Chibism #1456|202.9940920996958|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1456|Rainbow|Spotlight|Rock|Head|Eh|Irritated|Short Spiky Purple|Chill|Knit Vest Wave|-
3098|Chibism #367|202.9111654545314|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/367|Rainbow|Spotlight|Paper|Head|Confused|Heh|Double Buns Orange|Chill|Formal|-
3099|Chibism #2940|202.90444999849944|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2940|Pink|Spotlight|Rock|Head|Happy|Growling|Pot Short Hair Mint|Hold|Tshirt Blue|-
3100|Chibism #3220|202.89609390708637|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3220|Pink|Spotlight|Rock|Head|Confused|Eh|Short Spiky Pink|Chill|Sweater Yellow|-
3101|Chibism #2875|202.87512799208162|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2875|Pink|Spotlight|Rock|Head|Happy|Smile|Ponytail With Bow Brown|Chill|Formal|-
3102|Chibism #2490|202.84308051943464|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2490|Green|Spotlight|Rock|Head|Aggressive|Playful|Regent Green|Chill|Knit Vest Cross|-
3103|Chibism #308|202.68873974123844|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/308|Pink|Spotlight|Rock|Head|Eh|Paranoid|Pot Long Hair Nature|Hold|Hoodie Tee Beige|-
3104|Chibism #2775|202.67170932011587|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2775|Pink|Spotlight|Paper|Head|Eh|Paranoid|Highlighted Yellow|Chill|Tee Im Ded|-
3105|Chibism #547|202.6163584077666|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/547|Green|Spotlight|Paper|Head|Chill|Ecstatic|Ponytail With Bow Pink|Hold|Knit Vest Sharp|-
3106|Chibism #3276|202.54194618240308|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3276|Green|Spotlight|Paper|Head|Crush|Ecstatic|Pot Long Hair Nature|Chill|Hoodie Tee Deep Blue|-
3107|Chibism #2537|202.53195293295752|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2537|Purple|Spotlight|Rock|Head|Indifferent|Dumb-foundded|Short Spiky Purple|Hold|Knit Vest Nature|-
3108|Chibism #2417|202.46680376806663|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2417|Orange|Spotlight|Rock|Head|Crush|Growling|With Hair Roller Brown|Chill|Knit Vest Yellow|-
3109|Chibism #2255|202.3880247829872|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2255|Purple|Spotlight|Rock|Head|Inspired|Growling|Ponytail With Bow Cream|Chill|Tee And Shirt Beige|-
3110|Chibism #331|202.23338958991116|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/331|Pink|Spotlight|Scissors|Head|Dumb-founded|Paranoid|With Hair Roller Blue|Chill|Formal|-
3111|Chibism #1829|202.22311287607485|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1829|Rainbow|Spotlight|Rock|Head|Dumb-founded|Paranoid|Ponytail With Bow Blonde|Hold|Oversized Shirt Purple|-
3112|Chibism #1507|202.20605451591445|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1507|Purple|Spotlight|Scissors|Head|Crush|Growling|Pot Short Hair Rainbow|Hold|Oversized Shirt Orange|-
3113|Chibism #2901|201.8537812097714|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2901|Orange|Spotlight|Rock|Head|Indifferent|Tch|Regent Green|Chill|Knit Vest Nature|-
3114|Chibism #3255|201.82408551993385|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3255|Pink|Spotlight|Scissors|Head|Cry|Hohoho|Ponytail With Bow Blonde|Chill|Tee And Shirt Beige|-
3115|Chibism #125|201.43426748049416|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/125|Pink|Spotlight|Paper|Head|Cry|Smile|Ponytail With Bow Blonde|Chill|Tee Scary|-
3116|Chibism #2150|201.4197294073066|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2150|Pink|Spotlight|Scissors|Head|Aggressive|Growling|Pot Short Hair Rainbow|Hold|Tee Melting Heart|-
3117|Chibism #1410|201.4122091429861|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1410|Green|Spotlight|Paper|Head|Chill|Growling|Short Spiky Blue|Chill|Sweater Strike|-
3118|Chibism #172|201.3256234337701|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/172|Rainbow|Spotlight|Rock|Head|Chill|Growling|Pot Short Hair Rainbow|Hold|Tshirt Blue|-
3119|Chibism #2391|201.19081483963305|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2391|Orange|Spotlight|Scissors|Head|Eh|Growling|Highlighted Orange|Hold|Tshirt Blue|-
3120|Chibism #2510|200.99894831446477|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2510|Pink|Spotlight|Rock|Head|Crush|Paranoid|Ponytail With Bow Brown|Hold|Knit Vest Sharp|-
3121|Chibism #1908|200.79135220552945|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1908|Orange|Spotlight|Scissors|Head|Ashamed|Growling|Small Pigtails Green|Chill|Knit Vest Yellow|-
3122|Chibism #141|200.7511684997544|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/141|Green|Spotlight|Paper|Head|Chill|Eh|Top Knot White|Hold|Knit Vest Cross|-
3123|Chibism #2015|200.75040286221846|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2015|Pink|Spotlight|Rock|Head|Confused|Growling|Short Spiky Blue|Chill|Knit Vest Wave|-
3124|Chibism #1690|200.73009981505774|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1690|Green|Spotlight|Paper|Head|Intense|Kuhahaha|Regent Pink|Hold|Knit Vest Nature|-
3125|Chibism #2890|200.69400234865583|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2890|Green|Spotlight|Paper|Head|Inspired|Hohoho|Regent Green|Hold|Knit Vest Cross|-
3126|Chibism #1519|200.6084875897417|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1519|Blue|Spotlight|Rock|Head|Hehehe|Paranoid|Ponytail With Bow Blonde|Chill|Tee And Shirt Beige|-
3127|Chibism #971|200.50089527477456|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/971|Rainbow|Spotlight|Rock|Head|Cry|Smile|Pot Long Hair Nature|Hold|Sweater Blue|-
3128|Chibism #1011|200.4381020597122|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1011|Pink|Spotlight|Paper|Head|Ashamed|Growling|Short Spiky Black|Chill|Sweater Swift|-
3129|Chibism #2844|200.41922224802568|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2844|Pink|Spotlight|Paper|Head|Hehehe|Growling|Short Spiky Black|Hold|Sweater Swift|-
3130|Chibism #2979|200.1498056013906|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2979|Green|Spotlight|Paper|Head|Dumb-founded|Growling|Pot Short Hair Retro|Hold|Formal|-
3131|Chibism #1242|200.1102391136591|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1242|Pink|Spotlight|Paper|Head|Kyaaa|Smile|Ponytail With Bow Blue|Hold|Knit Vest Cross|-
3132|Chibism #200|200.08725729950038|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/200|Green|Spotlight|Rock|Head|Intense|Hohoho|Short Spiky Black|Hold|Knit Vest Cross|-
3133|Chibism #2237|199.9998735458226|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2237|Blue|Spotlight|Paper|Head|Happy|Ecstatic|Pot Long Hair Nature|Hold|Tee Rainy|-
3134|Chibism #3015|199.8552266322881|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3015|Rainbow|Spotlight|Rock|Head|Cry|Tch|Short Spiky Purple|Chill|Knit Vest Cross|-
3135|Chibism #3035|199.7378136358455|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3035|Rainbow|Spotlight|Blue Lolipop|Head|Eh|Growling|Ponytail With Bow Blonde|Hold|Sweater Flash|-
3136|Chibism #2782|199.65712025415894|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2782|Orange|Spotlight|Paper|Head|Ashamed|Irritated|Short Spiky Pink|Hold|Sweater Flash|-
3137|Chibism #2179|199.5995497237833|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2179|Orange|Spotlight|Scissors|Head|Eh|Growling|Highlighted Cream|Chill|Knit Vest Black|-
3138|Chibism #337|199.55610652946774|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/337|Rainbow|Spotlight|Scissors|Head|Indifferent|Tch|Pot Long Hair Nature|Hold|Tee And Shirt Blue|-
3139|Chibism #862|199.44668276393173|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/862|Rainbow|Spotlight|Scissors|Head|Intense|Tch|Pot Short Hair Mint|Hold|Sweater Yellow|-
3140|Chibism #3283|199.43162195903375|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3283|Purple|Spotlight|Rock|Head|Crush|Growling|Highlighted Cream|Chill|Hoodie Tee Beige|-
3141|Chibism #2282|199.29434669801023|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2282|Green|Spotlight|Paper|Head|Crush|Irritated|Highlighted Yellow|Hold|Oversized Shirt Blue|-
3142|Chibism #2768|199.22287458703371|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2768|Purple|Spotlight|Paper|Head|Confused|Kuhahaha|Highlighted Pink|Hold|Knit Vest Nature|-
3143|Chibism #1159|199.1217126701505|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1159|Green|Spotlight|Scissors|Head|Aggressive|Smile|Pot Long Hair Deep Sea|Hold|Knit Vest Wave|-
3144|Chibism #1101|199.0929835247643|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1101|Pink|Spotlight|Scissors|Head|Crush|Growling|Ponytail With Bow Cream|Hold|Knit Vest Pink|-
3145|Chibism #924|198.76380342746154|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/924|Orange|Spotlight|Paper|Head|Hehehe|Growling|Highlighted Pink|Hold|Knit Vest Purple|-
3146|Chibism #815|198.58790540440006|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/815|Pink|Spotlight|Scissors|Head|Inspired|Growling|Short Spiky Blue|Chill|Knit Vest Nature|-
3147|Chibism #893|198.49113325909713|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/893|Blue|Spotlight|Rock|Head|Ashamed|Playful|Pot Long Hair Charming|Hold|Knit Vest Nature|-
3148|Chibism #2185|198.30943882481114|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2185|Rainbow|Spotlight|Rock|Head|Eh|Growling|Highlighted Cream|Hold|Tshirt Blue|-
3149|Chibism #1804|198.26794542868362|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1804|Purple|Spotlight|Paper|Head|Inspired|Growling|Ponytail With Bow Cream|Hold|Hoodie Tee Light Grey|-
3150|Chibism #714|198.02586370810857|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/714|Orange|Spotlight|Paper|Head|Chill|Growling|Ponytail With Bow Pink|Chill|Sweater Strike|-
3151|Chibism #2205|198.00124158245634|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2205|Pink|Spotlight|Rock|Head|Confused|Dumb-foundded|Short Spiky Purple|Hold|Knit Vest Sharp|-
3152|Chibism #132|197.96236118748143|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/132|Rainbow|Spotlight|Rock|Head|Crush|Hohoho|Short Spiky Black|Hold|Knit Vest Nature|-
3153|Chibism #285|197.90941400876423|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/285|Blue|Spotlight|Scissors|Head|Aggressive|Growling|Highlighted Blue|Hold|Knit Vest Purple|-
3154|Chibism #1733|197.81483424376339|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1733|Orange|Spotlight|Rock|Head|Aggressive|Smile|Pot Short Hair Rainbow|Chill|Knit Vest Yellow|-
3155|Chibism #1069|197.77052655728926|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1069|Rainbow|Spotlight|Rock|Head|Ashamed|Growling|Short Spiky Black|Hold|Sweater Swift|-
3156|Chibism #352|197.76903618353458|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/352|Green|Spotlight|Scissors|Head|Indifferent|Smile|Pot Long Hair Deep Sea|Hold|Sweater Flash|-
3157|Chibism #1577|197.7469598873043|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1577|Rainbow|Spotlight|Scissors|Head|Dumb-founded|Paranoid|Short Spiky Black|Hold|Knit Vest Wave|-
3158|Chibism #2271|197.62883635347637|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2271|Green|Spotlight|Paper|Head|Crush|Growling|Long Hair Purple|Hold|Knit Vest Wave|-
3159|Chibism #1780|197.62449062471535|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1780|Pink|Spotlight|Paper|Head|Aggressive|Smile|Short Spiky Pink|Hold|Knit Vest Nature|-
3160|Chibism #2673|197.58027261308575|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2673|Rainbow|Spotlight|Scissors|Head|Confused|Growling|Pot Short Hair Mint|Chill|Tshirt White|-
3161|Chibism #861|197.48266957278204|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/861|Blue|Spotlight|Rock|Head|Aggressive|Paranoid|Short Spiky Pink|Chill|Knit Vest Wave|-
3162|Chibism #677|197.38855158778773|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/677|Pink|Spotlight|Paper|Head|Crush|Growling|Pot Long Hair Nature|Chill|Tshirt Pink|-
3163|Chibism #1012|197.32197011605913|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1012|Pink|Spotlight|Paper|Head|Inspired|Growling|Pot Short Hair Mint|Hold|Hoodie Tee Beige|-
3164|Chibism #2805|197.28620004342386|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2805|Purple|Spotlight|Scissors|Head|Cry|Paranoid|Highlighted Pink|Hold|Knit Vest Nature|-
3165|Chibism #2236|196.93108336471866|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2236|Pink|Spotlight|Paper|Head|Indifferent|Growling|Pot Short Hair Mint|Hold|Tee And Shirt Green|-
3166|Chibism #962|196.8671192359597|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/962|Green|Spotlight|Paper|Head|Aggressive|Growling|Highlighted Orange|Chill|Tee Smile|-
3167|Chibism #569|196.79297239569826|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/569|Orange|Spotlight|Scissors|Head|Indifferent|Growling|Regent Pink|Hold|Knit Vest Purple|-
3168|Chibism #691|196.72968041208202|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/691|Purple|Spotlight|Scissors|Head|Indifferent|Ecstatic|Pot Long Hair Nature|Chill|Hoodie Tee Beige|-
3169|Chibism #3265|196.68121591439476|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3265|Rainbow|Spotlight|Paper|Head|Cry|Tch|Ponytail Bangs Pink|Hold|Knit Vest Wave|-
3170|Chibism #1545|196.48225342065388|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1545|Green|Spotlight|Scissors|Head|Chill|Growling|With Hair Roller Blue|Hold|Knit Vest Cross|-
3171|Chibism #1414|196.45301650582843|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1414|Rainbow|Spotlight|Rock|Head|Confused|Eh|Small Pigtails Green|Hold|Knit Vest Nature|-
3172|Chibism #576|196.41189894529836|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/576|Purple|Spotlight|Paper|Head|Dumb-founded|Growling|Highlighted Cream|Chill|Sweater Blue|-
3173|Chibism #2029|196.2759522055153|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2029|Green|Spotlight|Paper|Head|Kyaaa|Hohoho|Regent Green|Hold|Formal|-
3174|Chibism #2337|196.18569271017338|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2337|Rainbow|Spotlight|Paper|Head|Inspired|Paranoid|Pot Short Hair Rainbow|Hold|Sweater Swift|-
3175|Chibism #682|195.59884687941909|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/682|Pink|Spotlight|Rock|Head|Crush|Irritated|Highlighted Blue|Hold|Sweater Strike|-
3176|Chibism #195|195.59727863657886|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/195|Pink|Spotlight|Rock|Head|Eh|Playful|Short Spiky Purple|Chill|Formal|-
3177|Chibism #2017|195.58199707432158|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2017|Rainbow|Spotlight|Paper|Head|Eh|Growling|With Hair Roller Pink|Hold|Sweater Strike|-
3178|Chibism #1922|195.4152174333074|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1922|Rainbow|Spotlight|Paper|Head|Indifferent|Growling|With Hair Roller Pink|Hold|Knit Vest Wave|-
3179|Chibism #1179|195.3877880369606|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1179|Rainbow|Spotlight|Paper|Head|Indifferent|Growling|Highlighted Blue|Chill|Oversized Shirt Blue|-
3180|Chibism #2298|195.37835991858114|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2298|Orange|Spotlight|Scissors|Head|Cry|Growling|Ponytail With Bow Pink|Chill|Sweater Strike|-
3181|Chibism #2933|195.3301093206852|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2933|Orange|Spotlight|Paper|Head|Kyaaa|Eh|Ponytail With Bow Blonde|Chill|Tee And Shirt Purple|-
3182|Chibism #397|195.3089880046312|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/397|Orange|Spotlight|Rock|Head|Crush|Irritated|Ponytail With Bow Blue|Chill|Formal|-
3183|Chibism #2563|194.9862985955673|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2563|Rainbow|Spotlight|Paper|Head|Happy|Growling|Highlighted Cream|Hold|Sweater Blue|-
3184|Chibism #1180|194.94037042090298|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1180|Rainbow|Spotlight|Paper|Head|Inspired|Kuhahaha|Short Spiky Purple|Hold|Formal|-
3185|Chibism #1006|194.85128025815038|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1006|Blue|Spotlight|Paper|Head|Intense|Playful|Ponytail With Bow Blonde|Chill|Tshirt White|-
3186|Chibism #449|194.83927484612136|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/449|Blue|Spotlight|Rock|Head|Confused|Dumb-foundded|Short Spiky Pink|Hold|Knit Vest Nature|-
3187|Chibism #1868|194.58548956028008|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1868|Orange|Spotlight|Rock|Head|Cry|Hohoho|Highlighted Cream|Hold|Knit Vest Yellow|-
3188|Chibism #2791|194.49127036376208|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2791|Green|Spotlight|Scissors|Head|Eh|Eh|Pot Long Hair Charming|Chill|Knit Vest Wave|-
3189|Chibism #2466|194.44817380764357|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2466|Blue|Spotlight|Scissors|Head|Happy|Heh|Highlighted Pink|Chill|Formal|-
3190|Chibism #488|194.3044556542021|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/488|Orange|Spotlight|Scissors|Head|Cry|Dumb-foundded|Highlighted Blue|Hold|Knit Vest Cross|-
3191|Chibism #1201|194.1447419496737|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1201|Orange|Spotlight|Scissors|Head|Indifferent|Growling|Highlighted Orange|Hold|Sweater Blue|-
3192|Chibism #1689|194.0383256254392|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1689|Purple|Spotlight|Paper|Head|Indifferent|Ecstatic|Pot Short Hair Mint|Chill|Sweater Swift|-
3193|Chibism #3243|193.64127832444245|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3243|Orange|Spotlight|Rock|Head|Hehehe|Paranoid|Ponytail With Bow Cream|Hold|Sweater Yellow|-
3194|Chibism #2641|193.24111150146118|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2641|Rainbow|Spotlight|Paper|Head|Intense|Irritated|Highlighted Blue|Chill|Sweater Strike|-
3195|Chibism #903|193.24069140420852|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/903|Pink|Spotlight|Rock|Head|Inspired|Growling|Top Knot Green|Chill|Knit Vest Wave|-
3196|Chibism #1150|193.1888092590724|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1150|Blue|Spotlight|Scissors|Head|Indifferent|Ecstatic|Highlighted Orange|Hold|Sweater Swift|-
3197|Chibism #3278|193.0558676438756|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3278|Blue|Spotlight|Paper|Head|Chill|Paranoid|Regent Pink|Chill|Knit Vest Sharp|-
3198|Chibism #2368|193.03787971680697|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2368|Rainbow|Spotlight|Rock|Head|Kyaaa|Growling|Long Hair Purple|Chill|Knit Vest Nature|-
3199|Chibism #1543|192.92453440274176|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1543|Green|Spotlight|Rock|Head|Inspired|Growling|Ponytail With Bow Cream|Chill|Tee Melting Heart|-
3200|Chibism #1371|192.8897535011031|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1371|Purple|Spotlight|Rock|Head|Hehehe|Hohoho|Ponytail With Bow Blonde|Hold|Tee And Shirt Green|-
3201|Chibism #466|192.5869059384892|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/466|Pink|Spotlight|Scissors|Head|Dumb-founded|Eh|Pot Long Hair Nature|Hold|Tee Smile|-
3202|Chibism #2389|192.5134778669213|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2389|Rainbow|Spotlight|Scissors|Head|Kyaaa|Smile|Highlighted Orange|Chill|Knit Vest Yellow|-
3203|Chibism #1366|192.4135344301407|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1366|Blue|Spotlight|Paper|Head|Hehehe|Growling|Ponytail With Bow Blonde|Hold|Tee Cat|-
