rank|name|score|link|Background|Mask|Eye|Mouth|Head|Holo Suit
492|Holo Mask : Gold #598|258.3782697170855|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/598|Trey|Madison|Jose|Nyla|Gavin Gold|Owen Gold
492|Holo Mask : Gold #836|258.3782697170855|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/836|Trey|Evelyn|Kayden|Molly|Silas Gold|Jordan Gold
492|Holo Mask : Gold #1144|258.3782697170855|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1144|Trey|Lucy|Weston|Mabel|Maxwell Gold|John Gold
492|Holo Mask : Gold #1390|258.3782697170855|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1390|Trey|Kennedy|Wesley|Nilda|Gavin Gold|Theodore Gold
500|Holo Mask : Gold #588|258.3713163474366|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/588|Owen|Hannah|Luca|Nadia|Micah Gold|Greyson Gold
501|Holo Mask : Gold #1021|258.36580637397697|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1021|Sunshine|Charlotte|Wesley|Katie|Braxton Gold|Michael Gold
501|Holo Mask : Gold #1157|258.36580637397697|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1157|Sunshine|Abigail|Sawyer|Nilda|Braxton Gold|Owen Gold
503|Holo Mask : Gold #57|258.24768641952176|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/57|Vince|Abigail|Bryson|Niada|Cole Gold|James Gold
504|Holo Mask : Gold #775|258.2203189952794|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/775|Vince|Anna|Axel|Mila|Harrison Gold|Benjamin Gold
505|Holo Mask : Gold #36|257.9363884988885|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/36|Owen|Nova|Kayden|Lilly|Tyler Gold|Henry Gold
506|Holo Mask : Gold #999|257.73318043137124|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/999|Trey|Skylar|Xavier|Lainey|Silas Gold|Ezra Gold
506|Holo Mask : Gold #1104|257.73318043137124|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1104|Trey|Sophia|Declan|Mayda|Nathaniel Gold|Roman Gold
506|Holo Mask : Gold #1209|257.73318043137124|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1209|Trey|Madison|Evan|Nira|Gavin Gold|Connor Gold
509|Holo Mask : Gold #1347|257.68020208423525|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1347|Trey|Mia|Xavier|Morine|Kingston Gold|Adrian Gold
510|Holo Mask : Gold #266|257.58286649825635|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/266|Vince|Aaliyah|Micah|Naila|Braxton Gold|Maverick Gold
511|Holo Mask : Gold #440|257.57307449494954|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/440|Irvin|Maya|Ezekiel|Mabel|Micah Gold|Robert Gold
512|Holo Mask : Gold #970|257.47282007101086|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/970|Trey|Evelyn|Axel|Laura|Diego Gold|Josiah Gold
513|Holo Mask : Gold #446|257.0226494554125|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/446|Sunshine|Elena|Declan|Niada|Kingston Gold|Lincoln Gold
514|Holo Mask : Gold #560|256.75415372038356|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/560|Sunshine|Leah|Vincent 4|Laura|Maxwell Gold|Oliver Gold
515|Holo Mask : Gold #399|256.2679648041094|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/399|Vince|Leah|Jose|Merlie|Emmett Gold|Elias Gold
516|Holo Mask : Gold #1213|256.031940862502|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1213|Owen|Lillian|Micah|Naila|Brandon Gold|Robert Gold
517|Holo Mask : Gold #434|255.95026317390776|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/434|Vince|Audrey|Bryson|Kayla|Vincent Gold|Angel Gold
517|Holo Mask : Gold #1137|255.95026317390776|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1137|Vince|Leah|Leonardo|Katie|Silas Gold|Angel Gold
519|Holo Mask : Gold #513|255.75695452434175|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/513|Trey|Savannah|Wesley|Lana|Zachary Gold|Mateo Gold
519|Holo Mask : Gold #905|255.75695452434175|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/905|Trey|Elena|Weston|Lydia|Zachary Gold|Christian Gole
521|Holo Mask : Gold #246|255.53816682431142|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/246|Vince|Elizabeth|Weston|Katie|Gavin Gold|Lincoln Gold
521|Holo Mask : Gold #1148|255.53816682431142|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1148|Vince|Victoria|Evan|Melda|Nathaniel Gold|Henry Gold
523|Holo Mask : Gold #932|255.39941709508776|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/932|Sunshine|Penelope|Jason|Naya|Wesley Gold|Lincoln Gold
524|Holo Mask : Gold #348|255.30517388819345|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/348|Vince|Genesis|Vincent 6|Laura|Vincent Gold|Ian Gold
525|Holo Mask : Gold #89|255.19658844654882|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/89|Vince|Charlotte|Declan|Naila|Ayden Gold|Jordan Gold
526|Holo Mask : Gold #1171|255.08171546488612|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1171|Sunshine|Sophia|Jose|Naya|Diego Gold|Mateo Gold
527|Holo Mask : Gold #171|254.79825718575717|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/171|Irvin|Aaliyah|Parker|Nina|Damian Gold|Anthony Gold
528|Holo Mask : Gold #49|254.6936936936937|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/49|Owen|Hannah|Parker|Luna|Damian Gold|Lucas Gold
528|Holo Mask : Gold #618|254.6936936936937|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/618|Sky|Cora|Xavier|Kate|Braxton Gold|Cooper Gold
530|Holo Mask : Gold #729|254.49852081369858|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/729|Vince|Layla|Sawyer|Naya|Kingston Gold|Elijah Gold
531|Holo Mask : Gold #557|254.49223327368048|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/557|Sunshine|Natalie|Miles|Nora|Kingston Gold|Lincoln Gold
532|Holo Mask : Gold #1090|254.46679046675084|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1090|Vince|Emilia|Kayden|Nina|Cole Gold|Greyson Gold
532|Holo Mask : Gold #1178|254.46679046675084|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1178|Vince|Caroline|Declan|Nina|Diego Gold|Jordan Gold
534|Holo Mask : Gold #584|254.38364783203588|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/584|Sunshine|Charlotte|Sawyer|Naila|Kingston Gold|Jackson Gold
535|Holo Mask : Gold #1061|254.36438082819663|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1061|Trey|Penelope|Parker|Nina|Silas Gold|Julian Gold
536|Holo Mask : Gold #1404|254.35191748508814|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1404|Sunshine|Naomi|Everett|Nina|Gavin Gold|Elijah Gold
537|Holo Mask : Gold #222|254.03322072072075|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/222|Trey|Leah|Everett|Myla|Ryder Gold|Robert Gold
537|Holo Mask : Gold #877|254.03322072072075|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/877|Trey|Eleanor|Sawyer|Kylie|George Gold|Jordan Gold
537|Holo Mask : Gold #1047|254.03322072072075|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1047|Trey|Nora|Parker|Marina|Chase Gold|Julian Gold
537|Holo Mask : Gold #1053|254.03322072072075|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1053|Trey|Victoria|Evan|Luna|Ivan Gold|James Gold
537|Holo Mask : Gold #1074|254.03322072072075|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1074|Trey|Audrey|Sawyer|Marina|Luca Gold|Christian Gole
537|Holo Mask : Gold #1204|254.03322072072075|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1204|Trey|Eleanor|Jason|Nora|George Gold|James Gold
543|Holo Mask : Gold #296|254.02075737761223|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/296|Sunshine|Ruby|Evan|Nora|Wesley Gold|Grayson Gold
544|Holo Mask : Gold #923|253.8979773354377|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/923|Vince|Aubrey|Leonardo|Lydia|Luca Gold|Asher Gold
545|Holo Mask : Gold #226|253.53130954937063|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/226|Trey|Elena|Jameson|Malia|Kai Gold|Landon Gold
545|Holo Mask : Gold #705|253.53130954937063|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/705|Trey|Anna|Jameson|Lucia|Kai Gold|James Gold
545|Holo Mask : Gold #1063|253.53130954937063|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1063|Trey|Gabriella|Luca|Mabel|Ivan Gold|Luke Gold
548|Holo Mask : Gold #93|253.51884620626214|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/93|Sunshine|Madison|Micah|Morine|Luca Gold|Elijah Gold
