rank|name|score|link|Bg|Body|Eye|Earring|Hair|Clothing|Mouth
2994|GoblinTownHero #597|85.48247151349598|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/597|Starry Orange|Moss|Gazed|None|Mint Slicked|Fern|Smirk
2995|GoblinTownHero #903|85.46220863834534|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/903|Starry Orange|Fern|Hungover|None|Salmon Short|Melting|Happy
2996|GoblinTownHero #637|85.46002433272724|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/637|Vortex|Fern|Round White|None|White Wavy|Fern|Grumpy
2997|GoblinTownHero #1353|85.45113892881787|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1353|Olive|Moss|Round White|None|Dark Bedhead|Overalls|Smirk
2998|GoblinTownHero #440|85.44694279410602|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/440|Coconut|Fern|Snake|Shield|White Wavy|Melting|Grumpy
2999|GoblinTownHero #2732|85.4421115107329|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2732|Spiky|Sky|Sad|None|Dark Bedhead|Adventure|Grumpy
3000|GoblinTownHero #1648|85.43340997269836|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1648|Night|Sky|Sad|None|Peach Fringe|Punch|Smirk
3001|GoblinTownHero #3199|85.43059449389612|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3199|Night|Pickle|Sad|None|Lemon Trapperer|Punch|Neutral Smile
3002|GoblinTownHero #550|85.42749545807503|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/550|Olive|Moss|Angry|None|Shroom|Cerulean|Smirk
3003|GoblinTownHero #2139|85.36997864762556|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2139|Salmon|Fern|Ghost|None|Mint Slicked|Hero Cape|Happy
3004|GoblinTownHero #3077|85.30687252290231|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3077|Butter|Sky|Gazed|Gold Ether|Salmon Short|Punch|Grumpy
3005|GoblinTownHero #1326|85.2875216511802|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1326|Spiky|Pickle|Gazed|None|Sapling|Lilly|Neutral Smile
3006|GoblinTownHero #1028|85.28268533094021|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1028|Butter|Pickle|Ghost|Big|Salmon Short|Stars|Happy
3007|GoblinTownHero #346|85.26872447933583|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/346|Coconut|Moss|Gazed|None|Dark Bedhead|Punch|Gasp
3008|GoblinTownHero #3096|85.2658678849138|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3096|Olive|Sky|Cry|None|White Wavy|Fire|Happy
3009|GoblinTownHero #2165|85.24702889627375|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2165|Pink|Moss|Snake|None|Peach Fringe|Star Hero|Grumpy
3010|GoblinTownHero #3000|85.22757741677907|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3000|Spiky|Pickle|Wayfarer|None|Blue Sideswept|Ether|Grumpy
3011|GoblinTownHero #878|85.2051546719464|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/878|Flora|Moss|Neutral|Shield|Salmon Short|Fern|Grumpy
3012|GoblinTownHero #1251|85.20399684112863|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1251|Butter|Fern|Angry|Shield|Crown|Punch|Grumpy
3013|GoblinTownHero #2379|85.1619940734626|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2379|Coconut|Pickle|Neutral|Shield|Peach Fringe|Ribbon|Neutral Smile
3014|GoblinTownHero #1835|85.12984134544739|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1835|Spiky|Fern|Wayfarer|None|Salmon Short|Overalls|Grumpy
3015|GoblinTownHero #1223|85.12754853368892|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1223|Salmon|Pickle|Gazed|None|White Wavy|Honey Cape|Grumpy
3016|GoblinTownHero #431|85.12214473029182|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/431|Night|Moss|Cry|None|Dark Bedhead|Lilly|Neutral Smile
3017|GoblinTownHero #2049|85.12147939185311|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2049|Orchid|Moss|Sad|Big|Peach Fringe|Ether|Grumpy
3018|GoblinTownHero #2171|85.10856855551228|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2171|Starry Orange|Moss|Hungover|None|Mint Slicked|Overalls|Smirk
3019|GoblinTownHero #566|85.08223842332451|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/566|Sky|Pickle|X|None|Lemon Trapperer|Carrot|Grumpy
3020|GoblinTownHero #3031|85.06976874984484|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3031|Mint|Moss|Gazed|Gold Ether|Leaf|Carrot|Grumpy
3021|GoblinTownHero #2776|85.04382625084298|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2776|Starry Arctic|Moss|Angry|None|Peach Fringe|Ether|Smirk
3022|GoblinTownHero #2034|84.94245593632903|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2034|Sky|Moss|Gazed|None|Shroom|Ether|Neutral Smile
3023|GoblinTownHero #964|84.94235056855385|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/964|Olive|Fern|Neutral|None|Star Bucket|Melting|Cheeky Smile
3024|GoblinTownHero #26|84.93714743799386|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/26|Vortex|Pickle|Angry|None|Peach Fringe|Adventure|Grumpy
3025|GoblinTownHero #673|84.89815399678272|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/673|Coconut|Pickle|Snake|None|Sapling|Stars|Smirk
3026|GoblinTownHero #1275|84.88755460764592|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1275|Pink|Sky|Ghost|None|Mint Slicked|Fire|Happy
3027|GoblinTownHero #1363|84.87460508612484|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1363|Starry Orange|Pickle|Sad|None|Lemon Trapperer|Stars|Happy
3028|GoblinTownHero #1722|84.86447576603133|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1722|Olive|Fern|Neutral|Gold Ether|White Wavy|Ribbon|Cheeky Smile
3029|GoblinTownHero #1852|84.82962493208582|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1852|Olive|Moss|Sad|None|Star Bucket|Rock|Grumpy
3030|GoblinTownHero #198|84.82533944999926|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/198|Salmon|Pickle|Ghost|None|Star Bucket|Stars|Smirk
3031|GoblinTownHero #2778|84.8144321836573|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2778|Butter|Moss|X|None|Dark Bedhead|Yellow Dark|Happy
3032|GoblinTownHero #2076|84.77883585001814|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2076|Sky|Pickle|Sad|Shield|Mint Slicked|Overalls|Happy
3033|GoblinTownHero #260|84.77543305412524|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/260|Coconut|Fern|Snake|None|Sapling|Punch|Neutral Smile
3034|GoblinTownHero #3147|84.76523530300682|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3147|Starry Orange|Pickle|Sad|None|Lemon Trapperer|Fern|Cheeky Smile
3035|GoblinTownHero #168|84.69055564352819|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/168|Coconut|Fern|X|None|Sapling|Ether|Grumpy
3036|GoblinTownHero #1556|84.68079342751074|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1556|Pink|Sky|Sad|None|Dark Bedhead|Melting|Cheeky Smile
3037|GoblinTownHero #2667|84.63667501592269|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2667|Starry Orange|Moss|Neutral|None|Dark Bedhead|Cerulean|Neutral Smile
3038|GoblinTownHero #1855|84.63378522183832|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1855|Salmon|Fern|Cry|None|Lemon Trapperer|Punch|Grumpy
3039|GoblinTownHero #1245|84.61825596982874|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1245|Starry Candy|Moss|Neutral|None|Pink Bear|Carrot|Neutral Smile
3040|GoblinTownHero #1586|84.60497807400249|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1586|Pink|Fern|Gazed|None|Mint Slicked|Punch|Cheeky Smile
3041|GoblinTownHero #20|84.58531536581035|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/20|Coconut|Sky|Sad|Edge|White Wavy|Ether|Happy
3042|GoblinTownHero #96|84.47986307506075|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/96|Olive|Pickle|Sad|Big|Blue Sideswept|Fern|Happy
3043|GoblinTownHero #2202|84.46563456482026|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2202|Salmon|Fern|Sad|None|Salmon Short|Hero Cape|Cheeky Smile
