rank|name|score|link|Background|Body|Tattoo|Nose|Mouth|Eyes|On eyes|Clothes|Accessorie|Head|Smokes
1924|Oliens #1525|113.93185360540018|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1524|stary sky|raw umber ||Onose |wondering mouth |cool eyes ||black suit ||long braid ginger|
1925|Oliens #971|113.92334966300729|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/970|wormhole |light skin ||nose2 |wide mouth|tierd eyes ||purple cowboy shirt ||braid ginger |
1926|Oliens #1779|113.92200316122906|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1778|red drapes |light skin ||funny nose |wild mouth |cool eyes ||under shirt ||oxblood cowboyhat |blunt 
1927|Oliens #2027|113.90851176472847|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2026|sangria red |sun burn white skin ||big fat nose |wide mouth|bored eyes ||simple green Tshirt ||oxblood cowboyhat |
1928|Oliens #859|113.89691386033027|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/858|light blue |baby blue ||funny nose |wide mouth|cool eyes ||red Tshirt ||braid unicorn |
1929|Oliens #1689|113.8505222482816|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1688|wormhole |green ||funny nose |wide mouth|bored eyes ||orange vintage shirt ||braid black|
1930|Oliens #1173|113.83928924041463|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1172|wormhole |light skin ||big fat nose |wondering mouth |tierd eyes sinning ||simple green Tshirt ||oxblood cowboyhat |blunt 
1931|Oliens #172|113.80995328226992|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/171|mushroom cloud |pale lime yellow ||bignose |wild mouth |cute eyes shining ||simple green Tshirt ||short hair |
1932|Oliens #941|113.76167696595982|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/940|glittery night sky |baby blue ||wierd nose |wide mouth|sus eyes||purple vintage shirt ||braid ginger |
1933|Oliens #2134|113.2796532186936|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2133|blackhole |pink ||funny nose |small lips|tierd eyes ||simple green Tshirt ||braid unicorn |
1934|Oliens #278|113.23321017928491|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/277|desert|pale lime yellow ||funny nose |small lips|cool eyes ||under shirt ||long braid ginger|
1935|Oliens #73|113.22360688435955|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/72|blackhole |baby blue ||Onose |wondering mouth |cool eyes ||vintage shirt with a line ||mohak|
1936|Oliens #569|113.13202951566352|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/568|tunnel|light skin ||funny nose |wondering mouth |cool eyes ||blue suit ||bald |
1937|Oliens #326|113.05567639468435|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/325|red drapes |baby blue ||Onose |wondering mouth |tierd eyes ||simple green Tshirt ||bald |cigarette 
1938|Oliens #640|113.05237362478218|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/639|sangria red |baby blue ||funny nose |wondering mouth |Oeyes shiny ||purple cowboy shirt ||bald |
1939|Oliens #1818|112.843378773761|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1817|forest green |sun burn white skin ||Onose |wild mouth |bored eyes ||under shirt ||braid caramel|
1940|Oliens #1949|112.82984571636933|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1948|blackhole |raw umber ||big fat nose |wide mouth|bored eyes ||orange vintage shirt ||braid ocean blue |
1941|Oliens #385|112.82199679707314|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/384|summer |light skin ||wierd nose |wide mouth|bored eyes ||black suit ||short hair |
1942|Oliens #84|112.59010704355877|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/83|desert night |baby blue ||Onose |closed mouth |Oeyes ||under shirt ||braid ocean blue |
1943|Oliens #1174|112.56211702358216|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1173|blackhole |raw umber ||Onose |wild mouth |cool eyes ||green vintage shirt ||bald |
1944|Oliens #1855|112.55800098199754|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1854|pink to blue |light gray ||nose2 |wondering mouth |bored eyes ||red Tshirt ||braid ginger |
1945|Oliens #778|112.5300008358564|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/777|black and purple |sky blue body ||Onose |wide mouth|Oeyes shiny ||under shirt ||braid black|
1946|Oliens #1643|112.51195151624339|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1642|light blue |sun burn white skin ||big fat nose |small lips|tierd eyes ||blue Tshirt ||bald |
1947|Oliens #1185|112.3756019949043|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1184|gray |light virdian ||big fat nose |wondering mouth |bored eyes ||red suit ||bald |
1948|Oliens #456|112.24867027136197|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/455|shades of blue |raw umber ||Onose |wondering mouth |cool eyes ||under shirt |bitcoin necklce|bald |
1949|Oliens #642|112.1563061294238|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/641|red tunnel |sky blue body ||funny nose |wide mouth|cool eyes ||black suit ||oxblood cowboyhat |
1950|Oliens #2196|112.0298472900486|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2195|mushroom cloud |dark brown ||wierd nose |wondering mouth |cool eyes |sun glasses |black suit ||braid cherry |
1951|Oliens #1881|111.99759651587028|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1880|blue |light gray ||Onose |closed mouth |sus eyes||under shirt ||short hair |blunt 
1952|Oliens #1758|111.97243199136356|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1757|burnning man |light skin ||big fat nose |wondering mouth |cool eyes ||black Tshirt ||bald |
1953|Oliens #2033|111.92704684841739|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2032|jungle |bunrt umber ||funny nose |wondering mouth |cute eyes shining ||black suit ||short hair |
1954|Oliens #1449|111.88655103893473|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1448|blackhole |light gray ||big fat nose |wild mouth |sus eyes||under shirt |gold ring|braid ocean blue |
1955|Oliens #1418|111.75257261839921|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1417|orange |sun burn white skin ||funny nose |wide mouth|Oeyes shiny ||blue Tshirt ||bald |
1956|Oliens #428|111.68335777117403|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/427|cosmos black back |gray bluish ||nose2 |wondering mouth |sus eyes||simple gray vintage shirt ||bald |
1957|Oliens #1693|111.5010331950072|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1692|glittery night sky |pale lime yellow ||funny nose |wild mouth |tierd eyes ||blue suit ||braid black|
1958|Oliens #1695|111.4990163289601|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1694|desert night |pink ||nose2 |wild mouth |cool eyes ||white Tshirt ||oxblood cowboyhat |
1959|Oliens #224|111.4520214812938|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/223|blackhole |sky blue body ||funny nose |wondering mouth |sus eyes||orange vintage shirt |silver ring |bald |
1960|Oliens #1831|111.3078483142807|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1830|black and purple |pink ||funny nose |wide mouth|sus eyes||simple green Tshirt ||bald |
1961|Oliens #1880|111.2957773305606|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1879|jungle |dark brown ||bignose |wide mouth|cool eyes ||pink bathrobe ||bald |
1962|Oliens #512|111.10197697351208|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/511|glittery night sky |light gray ||big fat nose |wondering mouth |Oeyes shiny ||pink shirt with a line ||braid unicorn |
1963|Oliens #177|110.98639752898367|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/176|glittery night sky |pickle green ||Onose |wondering mouth |bored eyes ||green vintage shirt ||short hair |
1964|Oliens #1164|110.98389770161678|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1163|desert night |raw umber ||big fat nose |wild mouth |Oeyes shiny ||under shirt ||braid unicorn |blunt 
1965|Oliens #699|110.95686785286749|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/698|mushroom cloud |light lime yellow ||bignose |wide mouth|cool eyes ||black suit ||braid unicorn |cigarette 
1966|Oliens #2116|110.94284826007639|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2115|ocean blue |light virdian ||wierd nose |wide mouth|cool eyes ||purple cowboy shirt ||short hair |
1967|Oliens #1161|110.91735768133677|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1160|glittery night sky |baby blue ||nose2 |closed mouth |tierd eyes ||purple cowboy shirt ||braid black|
1968|Oliens #1148|110.78381558263607|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1147|glittery night sky |pink ||funny nose |wide mouth|bored eyes ||magenta shirt with a line ||short hair |
1969|Oliens #1022|110.73555693506113|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1021|sangria red |light skin ||big fat nose |wide mouth|bored eyes ||under shirt ||braid ginger |blunt 
1970|Oliens #1447|110.63346527540195|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1446|green |bunrt umber ||Onose |wide mouth|cool eyes ||under shirt ||braid cherry |
1971|Oliens #1299|110.50306268643327|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1298|purple back |green ||big fat nose |wide mouth|punky eyes |sun glasses |under shirt ||bald |
1972|Oliens #1552|110.47676999050373|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1551|glittery night sky |light skin ||bignose |wide mouth|sus eyes||deep green vintage shirt ||braid ginger |
1973|Oliens #173|110.38916078233281|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/172|pink to blue |pale lime yellow ||nose2 |small lips|sus eyes||under shirt |silver ring |bald |
1974|Oliens #662|110.36046801414494|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/661|forest green |sun burn white skin ||nose2 |wide mouth|cool eyes ||under shirt ||braid caramel|
1975|Oliens #413|110.30608931673248|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/412|jungle |sky blue body ||big fat nose |wide mouth|tierd eyes sinning ||under shirt |silver ring |short wavy hair |
1976|Oliens #1656|110.20069980147302|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1655|jungle |gray bluish ||big fat nose |wide mouth|cool eyes ||purple cowboy shirt ||braid caramel|
1977|Oliens #1490|110.13193111264852|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1489|wine red |sky blue body ||Onose |wondering mouth |Oeyes ||under shirt ||bald |cigarette 
1978|Oliens #1778|110.06119937322259|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1777|jungle |bunrt umber ||bignose |small lips|cool eyes ||white Tshirt ||short hair |blunt 
1979|Oliens #1565|109.87030499745858|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1564|glittery night sky |raw umber ||big fat nose |wondering mouth |bored eyes ||light pink cowboy shirt ||short hair |blunt 
1980|Oliens #1513|109.8280769456697|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1512|desert|bunrt umber ||Onose |wide mouth|sus eyes||under shirt ||braid ginger |
1981|Oliens #1425|109.71648578103694|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1424|red drapes |sky blue body ||big fat nose |wide mouth|Oeyes ||blue Tshirt ||bald |
1982|Oliens #79|109.61234338450731|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/78|ocean blue |dark brown ||Onose |wondering mouth |bored eyes ||under shirt |gold ring|short hair |
1983|Oliens #225|109.55817292589242|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/224|jungle |light lime yellow ||funny nose |wondering mouth |bored eyes ||simple green Tshirt ||braid caramel|
1984|Oliens #546|109.47720319774548|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/545|glittery night sky |gray bluish |will i ever go home tattoo |Onose |wondering mouth |sus eyes||red Tshirt ||long braid ginger|
1985|Oliens #2138|109.40013448120432|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2137|cosmos black back |pale lime yellow ||nose2 |wide mouth|cool eyes ||simple green Tshirt ||short hair |
1986|Oliens #1117|109.33495677359848|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1116|gray |bunrt umber ||Onose |wild mouth |punky eyes ||black suit ||bald |
1987|Oliens #121|109.33421968012252|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/120|desert night |pink ||Onose |wondering mouth |bored eyes ||white Tshirt ||short wavy hair |
1988|Oliens #410|109.22495895957242|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/409|glittery night sky |light gray ||nose2 |wild mouth |bored eyes ||hazelnut brown shirt with a line ||short hair |
1989|Oliens #268|109.20459404196593|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/267|mushroom cloud |pickle green ||bignose |wondering mouth |bored eyes ||blue Tshirt |gold ring|bald |
1990|Oliens #653|109.14623656588778|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/652|blackhole |pickle green ||funny nose |small lips|cool eyes ||black Tshirt ||bald |
1991|Oliens #367|109.12812130602798|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/366|red tunnel |pickle green ||nose2 |wide mouth|cool eyes ||under shirt ||short wavy hair |
1992|Oliens #2201|109.11530856706962|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2200|blackhole |dark brown ||bignose |wide mouth|bored eyes ||red suit ||oxblood cowboyhat |
1993|Oliens #522|109.01782789322675|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/521|desert night |green ||wierd nose |wondering mouth |bored eyes ||deep green vintage shirt ||bald |
1994|Oliens #1474|108.98872340718681|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1473|mushroom cloud |pickle green ||Onose |wondering mouth |tierd eyes sinning ||vintage shirt with a line ||bald |
1995|Oliens #617|108.87677600946677|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/616|blue |pale lime yellow ||bignose |wide mouth|tierd eyes sinning ||white Tshirt ||bald |
1996|Oliens #1843|108.82164197460268|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1842|orange to purple |gray bluish ||big fat nose |wide mouth|cool eyes ||red Tshirt ||short hair |
1997|Oliens #1351|108.7917613400504|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1350|glittery night sky |baby blue ||nose2 |wide mouth|tierd eyes sinning ||under shirt ||marron cowboy hat |cigarette 
1998|Oliens #1286|108.78396268166173|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1285|light blue |pale lime yellow ||nose2 |closed mouth |cool eyes ||under shirt ||oxblood cowboyhat |
1999|Oliens #2160|108.74477609029756|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2159|gray |light gray ||nose2 |wondering mouth |tierd eyes ||simple green Tshirt ||bald |
2000|Oliens #156|108.70212788467435|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/155|burnning man |sun burn white skin ||big fat nose |small lips|bored eyes ||blue Tshirt ||short hair |
2001|Oliens #238|108.66407817212632|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/237|glittery night sky |bunrt umber ||funny nose |wide mouth|bored eyes ||vintage shirt with a line ||braid unicorn |
2002|Oliens #1379|108.64836658978446|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1378|wormhole |light virdian ||nose2 |wild mouth |Oeyes ||under shirt ||braid cherry |
2003|Oliens #2074|108.63422566863291|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2073|stary sky|raw umber ||bignose |wondering mouth |cute eyes shining ||under shirt ||bald |
2004|Oliens #207|108.6006316698453|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/206|desert night |light gray ||nose2 |wondering mouth |tierd eyes sinning ||black suit ||long braid ginger|
2005|Oliens #1655|108.54592417595968|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1654|stary sky|light gray ||bignose |closed mouth |cool eyes ||black suit ||short hair |
2006|Oliens #741|108.49357499856863|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/740|summer |pickle green ||Onose |wide mouth|cool eyes ||red Tshirt ||bald |
2007|Oliens #1179|108.45534505278559|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1178|jungle |baby blue ||nose2 |wondering mouth |cool eyes ||blue Tshirt ||long braid ginger|blunt 
2008|Oliens #451|108.41910832559182|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/450|jungle |gray bluish ||funny nose |wondering mouth |bored eyes ||blue suit ||braid unicorn |
2009|Oliens #719|108.38826021159095|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/718|blackhole |light lime yellow ||big fat nose |wondering mouth |bored eyes |sun glasses |blue Tshirt ||oxblood cowboyhat |
2010|Oliens #29|108.30121080208423|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/28|glittery night sky |raw umber ||funny nose |small lips|cute eyes shining ||under shirt ||braid ginger |
2011|Oliens #948|108.12809289509886|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/947|blackhole |sun burn white skin ||funny nose |small lips|punky eyes ||black suit ||braid ocean blue |
2012|Oliens #1958|108.05705255892097|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1957|blue |sun burn white skin ||Onose |wondering mouth |cool eyes ||white Tshirt ||short hair |
2013|Oliens #460|107.96964008934556|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/459|desert|green ||wierd nose |closed mouth |cool eyes ||red Tshirt ||bald |
2014|Oliens #1590|107.91444581213662|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1589|blackhole |light lime yellow ||wierd nose |wondering mouth |tierd eyes ||white Tshirt ||braid ginger |
2015|Oliens #595|107.85357064582199|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/594|jungle |light gray ||big fat nose |wide mouth|punky eyes ||purple vintage shirt ||bald |
2016|Oliens #686|107.81069768584193|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/685|wormhole |light virdian ||nose2 |wondering mouth |bored eyes ||purple cowboy shirt ||mohak|
2017|Oliens #576|107.76895911218496|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/575|sangria red |green ||big fat nose |wondering mouth |sus eyes||under shirt ||braid caramel|
2018|Oliens #1731|107.75513123738168|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1730|mushroom cloud |gray bluish ||Onose |wide mouth|sus eyes||pink bathrobe ||bald |
2019|Oliens #1140|107.61888151906949|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1139|glittery night sky |light virdian ||funny nose |wide mouth|punky eyes ||orange vintage shirt ||braid ocean blue |
2020|Oliens #1604|107.50952094936099|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1603|sangria red |sun burn white skin ||funny nose |wondering mouth |bored eyes ||blue bathrobe ||bald |
2021|Oliens #1277|107.4773509105721|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1276|tunnel|green ||Onose |wide mouth|cool eyes ||simple green Tshirt ||short hair |
2022|Oliens #1103|107.3896891632389|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1102|mushroom cloud |light virdian ||funny nose |wild mouth |tierd eyes ||red Tshirt ||oxblood cowboyhat |
2023|Oliens #269|107.33668623223225|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/268|ocean blue |sky blue body ||nose2 |closed mouth |sus eyes||under shirt ||short wavy hair |
2024|Oliens #1364|107.25339926024378|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1363|brown and blue |sun burn white skin ||bignose |wondering mouth |bored eyes ||under shirt ||short wavy hair |
2025|Oliens #1665|107.23301710767444|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1664|mushroom cloud |green ||Onose |wide mouth|Oeyes shiny ||vintage shirt with a line ||bald |
2026|Oliens #532|107.09525503682713|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/531|ocean blue |raw umber ||funny nose |wild mouth |sus eyes||under shirt ||braid ginger |
2027|Oliens #2038|106.96220504050275|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2037|desert night |gray bluish ||bignose |wide mouth|bored eyes ||purple vintage shirt ||bald |
2028|Oliens #726|106.95455785264463|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/725|ocean blue |baby blue ||Onose |wondering mouth |bored eyes |sun glasses |under shirt ||long braid ginger|
2029|Oliens #375|106.87935170696178|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/374|mushroom cloud |sun burn white skin ||bignose |wondering mouth |cool eyes |sun glasses |black Tshirt ||bald |
2030|Oliens #1012|106.73996882422603|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1011|burnning man |pale lime yellow ||big fat nose |wild mouth |tierd eyes ||under shirt ||braid unicorn |
2031|Oliens #219|106.67139135494102|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/218|jungle |pale lime yellow ||wierd nose |wild mouth |Oeyes ||under shirt ||braid black|
2032|Oliens #1119|106.66787161459965|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1118|shades of blue |light gray ||funny nose |wondering mouth |cool eyes ||blue Tshirt ||bald |cigarette 
2033|Oliens #1973|106.66556089317895|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1972|stary sky|bunrt umber ||nose2 |wide mouth|bored eyes ||black suit ||short hair |
2034|Oliens #1198|106.66203452224293|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1197|brown and blue |pale lime yellow ||bignose |small lips|bored eyes ||red Tshirt ||bald |
2035|Oliens #2094|106.53353965597276|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2093|glittery night sky |gray bluish ||big fat nose |wide mouth|bored eyes ||black Tshirt ||braid caramel|
2036|Oliens #24|106.46701181866176|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/23|wine red |pink ||big fat nose |wondering mouth |bored eyes ||under shirt ||braid black|
2037|Oliens #769|106.4463510797555|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/768|mushroom cloud |pale lime yellow ||nose2 |wondering mouth |Oeyes shiny ||blue Tshirt ||short wavy hair |
2038|Oliens #1896|106.32592430516415|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1895|glittery night sky |raw umber ||funny nose |wondering mouth |tierd eyes sinning |sun glasses |white Tshirt |silver ring |bald |
2039|Oliens #486|106.16914603913348|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/485|glittery night sky |bunrt umber ||bignose |wondering mouth |bored eyes ||blue suit ||oxblood cowboyhat |
2040|Oliens #1314|105.94567327124507|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1313|desert|dark brown ||Onose |wide mouth|cool eyes ||under shirt ||braid ocean blue |
2041|Oliens #1494|105.90571682837049|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1493|ice latte back |raw umber ||big fat nose |closed mouth |tierd eyes ||under shirt ||bald |
2042|Oliens #1848|105.85419515508273|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1847|brown and blue |pale lime yellow ||Onose |wild mouth |cool eyes ||under shirt ||oxblood cowboyhat |
2043|Oliens #1244|105.7802549302084|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1243|tunnel|gray bluish ||wierd nose |wide mouth|cute eyes shining ||under shirt ||bald |
2044|Oliens #2141|105.71398585682043|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2140|red drapes |sky blue body ||funny nose |wide mouth|punky eyes ||under shirt ||short wavy hair |
2045|Oliens #753|105.62403064859556|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/752|gray |pink ||wierd nose |wondering mouth |sus eyes||blue Tshirt ||bald |
2046|Oliens #1074|105.59488274718119|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1073|purple back |bunrt umber ||funny nose |wondering mouth |tierd eyes ||under shirt ||bald |
2047|Oliens #1436|105.5800138019843|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1435|pink to blue |dark brown ||bignose |wondering mouth |bored eyes ||simple green Tshirt ||short hair |
2048|Oliens #2098|105.48943690819262|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2097|blackhole |sky blue body ||wierd nose |wondering mouth |bored eyes ||red Tshirt ||braid black|cigarette 
2049|Oliens #1149|105.43946065668385|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1148|glittery night sky |green ||funny nose |wide mouth|punky eyes ||hazelnut brown shirt with a line ||bald |
2050|Oliens #1774|105.34306239184963|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1773|gray |baby blue ||funny nose |wondering mouth |bored eyes ||under shirt ||short hair |blunt 
2051|Oliens #920|105.29687267626922|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/919|pink back |pale lime yellow ||wierd nose |small lips|cool eyes ||under shirt ||bald |
2052|Oliens #610|105.16107114862989|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/609|mushroom cloud |light gray ||Onose |closed mouth |punky eyes ||red Tshirt ||oxblood cowboyhat |
2053|Oliens #2215|105.08787072957087|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2214|glittery night sky |gray bluish ||nose2 |wide mouth|Oeyes shiny ||green vintage shirt ||bald |
2054|Oliens #221|105.002211250351|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/220|mushroom cloud |light gray ||nose2 |wondering mouth |punky eyes ||orange shirt with a line ||bald |
2055|Oliens #1710|104.97177883070717|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1709|shades of blue |gray bluish ||wierd nose |wondering mouth |cool eyes ||under shirt |silver ring |short hair |
2056|Oliens #1232|104.94885507467673|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1231|forest green |light gray ||Onose |closed mouth |cool eyes ||red Tshirt ||bald |
2057|Oliens #308|104.83828743941315|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/307|black and purple |light lime yellow ||nose2 |wide mouth|cool eyes |sun glasses |under shirt ||bald |
