rank|name|score|link|aura|weapon|body|eye|clothes|accessory_ear|mouth|accessory_face|hair|headgear|style
3803|Genesis Kami #1361|487.36642172916754|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1361|Seaweed|Red wand|White|Yellow gentle|Red lord|Silver spear|Mild smile|Bandage cheek & nose|Gold harajuku|Gold purple imperial crown|fantasy
3804|Genesis Kami #2166|487.31441915215885|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2166|Hazelnut|None|White|Green demon|Red cyberpunk suit|Gold double ring right 2|Smile with teeth|Danzo mekakushi houtai|Brown oppa|Black baphomet horn|fantasy
3805|Genesis Kami #3998|487.3008452795608|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3998|Porpoise blue thunder|Silver berserker|Cream|Pink good boy|Red tribal|Gold triple ring right|Smile with teeth|Red mekakushi|Brown ikemen|Black kitsune ears|fantasy
3806|Genesis Kami #3660|487.2983807453426|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3660|Olive|Shikigami|Cream|White gangsta|White onmyoji|White black fluffy|Smile with teeth|Red mekakushi|Brown slick hair|Kitsune mask|ancient
3807|Genesis Kami #915|487.2909577078449|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/915|Flint|Red wand|Cream|Pink good boy|Red white clown|Silver four ring right|Neutral|Blue cyberpunk glasses|Gold wuxia|None|fantasy
3808|Genesis Kami #991|487.2891886075818|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/991|Porpoise fire fairy|None|Cream|Red vampire|Black gold pimp|Sky blue feather|Smile|Bandage nose|White ikemen|None|present
3809|Genesis Kami #370|487.2545149817886|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/370|Porpoise|None|Cream|Green gangsta|Blue hood|White feather|Pink gum|None|Gray ikemen|Horror mask|present
3810|Genesis Kami #2733|487.1737007304943|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2733|Lead fire fairy|None|White|Green satan|Red cyberpunk suit|Gold short long|Smile|Green cyberpunk glasses|Brown disheveled|Silver sky blue imperial crown|fantasy
3811|Genesis Kami #4574|487.12371039775945|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4574|Teal kase|None|Cream|Red gangsta|White father|Gold ring 2|Pink gum|Black danzo mekakushi|Gold long hair|Black devil horn|fantasy
3812|Genesis Kami #1036|487.0643013317133|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1036|Umber|Gold berserker|White|Yellow grievous|Purple wizard|Silver feather|Angry|White kamen|Brownish orange long hair|None|fantasy
3813|Genesis Kami #1111|487.0422936851072|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1111|Flint black purple thunder|Shikigami|White|Red satan|Red black kimono|None|Neutral|None|Gold disheveled|None|ancient
3814|Genesis Kami #2490|487.0407969266604|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2490|Hazelnut|Berserker blade|Cream|White gangsta|Red black kimono|White skull|Haha|Mekakushi houtai|Brown ikemen|Kitsune mask|ancient
3815|Genesis Kami #2536|486.9732639333326|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2536|Oat|Red scythe|White|White strained|Black gold clown|Gold short long|Blue rose|Black pirate eyepatch|Gray shonen|Gold satan horn|fantasy
3816|Genesis Kami #430|486.92361279353366|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/430|Teal kase|Silver berserker|Black|Green demon|Orange cyberpunk suit|Gold short long|Angry|None|Brownish orange nippon|Gold purple imperial crown|fantasy
3817|Genesis Kami #4284|486.8749704060059|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4284|Oat|Red wand|White|Yellow gentle|Dark tribal|Silver ring 1|Purple rose|Gold cyberpunk glasses|Brownish orange under cut|Silver purple imperial crown|fantasy
3818|Genesis Kami #294|486.7958161111804|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/294|Umber|None|Titanium|Pink gangsta|Light gray fur|Silver ring 2|Cigar|Bandage nose|Gold shonen|None|present
3819|Genesis Kami #5355|486.7450250102061|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5355|Coin sakura|None|Titanium|Black grievous|Black white purple kimono|Silver double ring right 1|Haha|Doctor glasses|Red ikemen|Black cat ears|ancient
3820|Genesis Kami #3131|486.74071915691195|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3131|Silver|Red wand|Cream|Purple strained|Purple black hood|Black feather|Smirk|Blue cyberpunk glasses|Red shonen|Horror mask|present
3821|Genesis Kami #345|486.7361039763979|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/345|Hazelnut|Red wand|Cream|Yellow aggressive|Purple wizard|Silver ring 2|Neutral|Gold opera kamen|Mint harajuku|Gold purple imperial crown|fantasy
3822|Genesis Kami #429|486.73248607081314|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/429|Pewter|Purple scythe|Cream|Red angry eyes|Black gold clown|Silver dot|Smile|Danzo mekakushi houtai|Gray disheveled|Black baphomet horn|fantasy
3823|Genesis Kami #3294|486.7165968946244|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3294|Flint|Gold berserker|Black|Sky blue satan|Purple wizard|Black feather|Angry|White opera kamen|Black slick hair|Gold baphomet horn|fantasy
3824|Genesis Kami #2|486.7103383477719|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2|Slate red fire ghost|Katana 1|White|Black strained|Green binbo|Gold spear|Smile|Rimless|Gold shonen|Black baby dragon|ancient
3825|Genesis Kami #4302|486.54780097007045|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4302|Pine|Silver berserker|White|Purple cold|Orange tribal|White skull|White rose|Black mekakushi|Purple long hair|Gold red imperial crown|fantasy
3826|Genesis Kami #2577|486.4853976545529|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2577|Teal kase|Purple scythe|Brown|Purple angry eyes|Red cyberpunk suit|Silver spear|Mild smile|Black mekakushi|Mint slick hair|Silver purple imperial crown|fantasy
3827|Genesis Kami #2313|486.4756470656875|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2313|Coin|Gray scythe|White|Pink gentle|Black gangster suit|Gold ring 2|Smile with teeth|None|Purple disheveled|Gold sky blue imperial crown s|present
3828|Genesis Kami #2656|486.4026882952165|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2656|Seaweed|Red scythe|Brown|Yellow good boy|Black wing angel|Gold spear|Rose|Black kamen|Brownish orange slick hair|Silver sky blue imperial crown|fantasy
3829|Genesis Kami #2363|486.38141927970435|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2363|Porpoise blue thunder|None|White|Pink determined|White ninja|White feather|Smirk|Houtai all|Black harajuku|White kitsune ears|ancient
3830|Genesis Kami #3092|486.3586150942512|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3092|Blush|Purple wand|Cream|Black gentle|Purple tribal|Gold ring 2|Cigar|Blue cyberpunk glasses|Brown long hair|White devil horn|fantasy
3831|Genesis Kami #1124|486.3506794954166|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1124|Shadow|Berserker blade|Cream|Black good boy|White black kimono|Gold ring 1|Blue gum|Round glasses big|Brown shonen|Black baby dragon|ancient
3832|Genesis Kami #450|486.3419349222232|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/450|Pine|Silver berserker|Titanium|Purple gentle|Green cyberpunk suit|Gold double ring right 1|Cigar|Houtai nose|Brownish orange oppa|Gold purple imperial crown|fantasy
3833|Genesis Kami #3984|486.3107612883577|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3984|Hazelnut|Katana 1|Black|Black determined|Purple black hood|Gold dot|Haha|None|Black ikemen|Gold red imperial crown s|present
3834|Genesis Kami #3522|486.3043194709888|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3522|Wood|Red wand|Brown|Pink determined|Dark tribal|Gold double ring right 2|Haha|Houtai cheek|Red kpop 1|None|fantasy
3835|Genesis Kami #1834|486.28726871231976|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1834|Porpoise forest fairy|Berserker blade|Cream|Yellow grievous|Purple wizard|Gold double ring right 2|Smile with teeth|Bandage cheek|Purple japan bangs|Gold red imperial crown s|present
3836|Genesis Kami #4422|486.278616348726|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4422|Blizzard night|Purple scythe|White|Purple satan|Red father|Gold double ring right 1|Gritted|Bandage nose|Gold japan bangs|Black baphomet horn|fantasy
3837|Genesis Kami #3457|486.17136169455785|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3457|Porpoise blue thunder|Berserker blade|Cream|Green cold|Purple ninja|Gold ring 2|Angry|Houtai nose|Gold oppa|Gray tengu|ancient
3838|Genesis Kami #4875|486.15955375000163|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4875|Porpoise forest fairy|Brush|Cream|Green angry eyes|Red father|Gold ring 1|Black rose|White kamen|Red oppa|White devil horn|present
3839|Genesis Kami #1045|486.1539347620512|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1045|Oat|Red scythe|Brown|Purple gentle|Red tribal|Gold double long right|Mild smile|Green cyberpunk glasses|Gold disheveled|Silver purple imperial crown|fantasy
3840|Genesis Kami #60|486.1461065689313|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/60|Rosewood|Red wand|White|Green good boy|Purple turtle|Silver four ring right|Haha|Green cyberpunk glasses|Black shonen|None|present
3841|Genesis Kami #1306|486.06977662332645|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1306|Lead fire fairy|None|Black|Yellow gentle|Red onmyoji|Silver dot|Smile with teeth|Gantai|Mint nippon|Oni mask|ancient
3842|Genesis Kami #1178|486.0478699290284|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1178|Wood|Katana 2|Black|Black strained|White black kimono|None|Rose|Houtai nose|Brown under cut|Black cat ears|ancient
3843|Genesis Kami #1949|485.9898860400035|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1949|Oat|None|Black|Yellow strained|White black clown|Gold ring 2|Gritted|White kamen|Gray disheveled|Black minotaur horn|fantasy
3844|Genesis Kami #4733|485.9677298436712|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4733|Oat|None|Cream|Pink determined|Red gakuran|Silver four ring right|Neutral|Houtai cheek|Gray shonen|White baby cat|present
3845|Genesis Kami #5281|485.87541974551374|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5281|Flint|None|Cream|Red gentle|Blue cyberpunk suit|Gold chain|Neutral|Red cyberpunk glasses|White long hair|Silver purple imperial crown|fantasy
3846|Genesis Kami #2936|485.87194428419366|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2936|Pine|None|White|Red determined|Green cyberpunk suit|Silver triple ring right|Angry|None|Brownish orange slick hair|Gold baphomet horn|fantasy
3847|Genesis Kami #4824|485.8385806565331|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4824|Porpoise blue thunder|None|Titanium|Red gentle|Black white kimono|Gold ring 2|Haha|Houtai both cheek|White long hair|Oni mask|ancient
3848|Genesis Kami #2534|485.8287952404605|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2534|Hickory|Berserker blade|Cream|Pink good boy|White priest|None|Gritted|Round glasses small|Gold wuxia|Gray tengu|ancient
3849|Genesis Kami #5444|485.8166679639713|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5444|Hickory|None|Brown|Green angry eyes|Purple tribal|Gold double long right|Mild smile|White kamen|Gold long hair|Black baphomet horn|fantasy
3850|Genesis Kami #4206|485.7878228019231|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4206|Flint|Spear|Cream|Green aggressive|Green kimono|Yellow fan|Angry|Houtai nose|Brown japan bangs|None|ancient
3851|Genesis Kami #3892|485.7560876864296|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3892|Fossil blue fire ghost|Gold berserker|White|Pink cold|Dark tribal|Gold short long|Smirk|None|Gold disheveled|Silver red imperial crown|fantasy
3852|Genesis Kami #1697|485.7492702988849|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1697|Slate red fire ghost|Silver berserker|Cream|Purple gentle|White father|Silver short long|Rose|Bandage cheek|Black slick hair|Gold purple imperial crown|fantasy
3853|Genesis Kami #4888|485.63936153607887|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4888|Pine|Katana 1|Gray|Sky blue gentle|White ninja|Black red kss hanafuda|Smile|None|Red ikemen|Oni mask|ancient
3854|Genesis Kami #2049|485.60839483353726|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2049|Hickory|Silver berserker|Cream|Sky blue gentle|Orange tribal|Gold feather|Black rose|Red cyberpunk glasses|Brownish orange shonen|None|fantasy
3855|Genesis Kami #4472|485.46417296677004|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4472|Porpoise fire fairy|Spear|Brown|Pink cold|Red onmyoji|Silver ring 2|Haha|Mekakushi houtai|Brownish orange long hair|None|ancient
3856|Genesis Kami #5451|485.4181547255262|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5451|Silver|Katana 1|Brown|White determined|Black kimono|None|Purple rose|None|Purple cornrow braids|None|ancient
3857|Genesis Kami #4440|485.3305990193688|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4440|Porpoise|Berserker blade|White|Sky blue good boy|Purple onmyoji|Gold dot|Smile with teeth|Doctor glasses|Gold long hair|Black cat ears|ancient
3858|Genesis Kami #4066|485.29073261214097|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4066|Coin|Red scythe|Brown|Purple good boy|Red cyberpunk suit|Silver short long|Smirk|Danzo mekakushi houtai|Brownish orange japan bangs|White devil horn|fantasy
3859|Genesis Kami #4709|485.2078097670903|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4709|Pine|Gray scythe|Cream|Green angry eyes|Black white clown|Silver skull|Smile|Gold opera kamen|Brownish orange oppa|Silver purple imperial crown|fantasy
3860|Genesis Kami #4637|485.1585612390245|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4637|Porpoise earth fairy|Katana 1|Brown|Red angry eyes|Yellow priest|Silver ring 1|Smile with teeth|None|Red japan bangs|Angel ring|ancient
3861|Genesis Kami #263|485.1443479140387|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/263|Blush|Shikigami|Cream|White good boy|Red white kimono|Silver short long|Mild smile|Houtai both cheek|Gray ikemen|Kitsune mask|ancient
3862|Genesis Kami #209|485.14319991469995|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/209|Sandstone maple leaf|Shikigami|Gray|White determined|Black white purple kimono|None|Smirk|Doctor glasses|Purple oppa|None|ancient
3863|Genesis Kami #2426|485.1420043097964|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2426|Umber|Silver berserker|Gray|Yellow strained|Black gold clown|White skull|Purple rose|None|Red oppa|Gold purple imperial crown|fantasy
3864|Genesis Kami #5165|485.126675824502|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5165|Teal kase|Red wand|Cream|Red gangsta|Red father|Silver four ring right|Blue rose|Black opera kamen|Brown nippon|Black minotaur horn|fantasy
3865|Genesis Kami #3194|485.1242491626357|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3194|Wood|Purple scythe|Cream|Green cold|Purple cyberpunk suit|Gold double long right|Mild smile|None|Red shonen|Red devil horn|fantasy
3866|Genesis Kami #3472|484.98013033618474|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3472|Sandstone|None|White|Yellow good boy|White black kimono|Silver spear|Smile|Houtai cheek left|Gold disheveled|Brownish orange cat ears|ancient
3867|Genesis Kami #4725|484.8506142481248|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4725|Hickory|Silver berserker|Black|Purple satan|Bondage pharoh|Silver ring 3|Black rose|Gold cyberpunk glasses|Brownish orange under cut|Horror mask|fantasy
3868|Genesis Kami #4873|484.8300563540381|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4873|Hazelnut|None|White|Yellow gangsta|Green binbo|Nippon hanafuda|Blue rose|Red mekakushi|Red slick hair|Black tengu|ancient
3869|Genesis Kami #511|484.80021136803515|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/511|Lead water fairy|Purple wand|White|Sky blue grievous|Red wizard|None|Haha|None|Gold wuxia|Angel ring|fantasy
3870|Genesis Kami #1688|484.78035191576384|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1688|Porpoise forest fairy|Red wand|White|Yellow cold|Purple tribal|Silver double ring right 1|Neutral|Red cyberpunk glasses|Brownish orange long hair|Black cat ears|fantasy
3871|Genesis Kami #1897|484.7229496167544|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1897|Colud kase|Berserker blade|Cream|White angry eyes|Purple wizard|Sky blue feather|Neutral|Houtai cheek & nose|Black japan bangs|Black kitsune ears|present
3872|Genesis Kami #2811|484.6424812128752|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2811|Olive|None|White|Green aggressive|Purple tribal|Gold spear|Smile|Danzo mekakushi houtai|Gray madara|Angel ring|fantasy
3873|Genesis Kami #3173|484.6415246240698|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3173|Lead water fairy|Gray scythe|Titanium|Red demon|Purple lord|Silver short long|Blue gum|Black mekakushi|White ikemen|None|fantasy
3874|Genesis Kami #1874|484.53672238184373|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1874|Wood|Red scythe|Black|Black determined|Pharoh|Black spear|Rose|None|Brownish orange shonen|Anubis ears|fantasy
3875|Genesis Kami #101|484.50436976056096|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/101|Hickory|None|White|Sky blue satan|Yellow onmyoji|White black fluffy|White rose|Houtai cheek & nose|Black oppa|None|ancient
3876|Genesis Kami #3734|484.42395020352666|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3734|Hazelnut|None|White|Green demon|Red tribal|Silver ring 3|Haha|Red cyberpunk glasses|Brownish orange wuxia|Black baby dragon|fantasy
3877|Genesis Kami #3425|484.2977663337483|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3425|Sky|Purple wand|White|Yellow strained|Black gold clown|Black feather|Angry|None|Red kpop 1|Black cat ears|fantasy
3878|Genesis Kami #2160|484.2744953097838|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2160|Lead earth fairy|None|White|White good boy|Light gray fur|Black feather|Smile with teeth|None|Black japan bangs|None|present
3879|Genesis Kami #2272|484.2089998362594|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2272|Pine|None|Cream|Sky blue good boy|Red wizard|Gold double long right|Smile|Houtai cheek & nose|Gold nippon|Rad devil horn|present
3880|Genesis Kami #3525|484.1555017378561|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3525|Cyberpunk system|None|Black|White gentle|Red wizard|Silver ring 1|Smirk|None|Brown long hair|Silver sky blue imperial crown|fantasy
3881|Genesis Kami #710|484.1449120919595|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/710|Hazelnut|None|Titanium|Sky blue gangsta|Black white clown|Silver ring 3|Blue rose|Black kamen|Brownish orange japan bangs|Silver purple imperial crown|fantasy
3882|Genesis Kami #3087|484.1217758728418|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3087|Flint|None|White|White grievous|Jacket hood|Gold short long|Angry|Bandage cheek & nose|Brown japan bangs|Gold red imperial crown s|present
3883|Genesis Kami #1157|484.0792551428677|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1157|Mahogany|Red scythe|White|Red angry eyes|Dark tribal|Silver ring 2|White rose|Black danzo mekakushi|Gold ikemen|Gold satan horn|fantasy
3884|Genesis Kami #1044|484.06245483967325|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1044|Blush|Katana 1|Cream|Red strained|White priest|Silver ring 3|Neutral|Houtai all|Gray under cut|Gray tengu|ancient
3885|Genesis Kami #1935|484.0027298745283|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1935|Pewter|Gold berserker|Cream|Black gentle|Orange tribal|Silver ring 3|Haha|Gold opera kamen|Purple cornrow braids|None|fantasy
3886|Genesis Kami #3234|483.921086439708|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3234|Oat|Purple wand|White|Green cold|Black gangster suit|Gold ring 2|Smirk|Houtai cheek & nose|Black slick hair|White kitsune ears|present
3887|Genesis Kami #2903|483.9140975839734|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2903|Coin black red thunder|None|Brown|Yellow cold|Orange tribal|Gold ring 1|Smile|Black pirate eyepatch|Gray disheveled|Black kitsune ears|fantasy
3888|Genesis Kami #2321|483.90990963879636|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2321|Sandstone|Katana 2|White|Red gangsta|Black ronin|Red black fluffy|Neutral|Danzo mekakushi houtai|Mint ikemen|None|ancient
3889|Genesis Kami #4267|483.88711324168764|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4267|Porpoise white purple|Purple wand|Black|Purple grievous|Purple tribal|Silver four ring right|Black rose|Houtai cheek|Mint disheveled|Gold purple imperial crown|fantasy
3890|Genesis Kami #3750|483.87946952351564|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3750|Hazelnut|Gold berserker|White|Yellow demon|Red wizard|Silver chain|Blue rose|None|Brownish orange wuxia|Black devil horn|fantasy
3891|Genesis Kami #664|483.86756736282746|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/664|Coin|None|Black|Yellow determined|Red white kimono|Gold dot|Smile with teeth|Rimless|Black shonen|Angel ring|ancient
3892|Genesis Kami #2807|483.8658395693242|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2807|Black fire|None|White|Sky blue determined|Orange tribal|Gold short long|Mild smile|Houtai nose|Red harajuku|Black baphomet horn|fantasy
3893|Genesis Kami #1210|483.8194287949343|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1210|Wood|Gold berserker|Titanium|Black determined|Purple tribal|Silver double long right|Black rose|Bandage cheek & nose|Gold under cut|None|fantasy
3894|Genesis Kami #432|483.8173425431593|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/432|Coin|Katana 2|Gray|White gentle|Red onmyoji|Purple black fluffy|Green gum|None|Brownish orange long hair|None|ancient
3895|Genesis Kami #1024|483.72085451874335|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1024|Coin|Shikigami|Black|Red grievous|Black kimono|Gold spear|Mild smile|Houtai nose|Black japan bangs|Oni mask|ancient
3896|Genesis Kami #938|483.66947578042476|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/938|Sky|Berserker blade|Titanium|Yellow gentle|Purple wizard|Silver double ring right 1|Gritted|White opera kamen|Red long hair|Gold red imperial crown s|present
3897|Genesis Kami #585|483.6213131900905|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/585|Blizzard night|Silver berserker|Cream|Pink good boy|White father|Silver triple ring right|Smile|Houtai cheek|Gray oppa|Black baphomet horn|fantasy
3898|Genesis Kami #1291|483.5875446961075|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1291|Lead earth fairy|Red scythe|Cream|White strained|Purple tribal|Silver four ring right|Neutral|Black opera kamen|Purple ikemen|Silver red imperial crown|fantasy
3899|Genesis Kami #3441|483.56343000693516|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3441|Pewter|Gray scythe|Gray|Green gangsta|Black white clown|None|Gritted|Black pirate eyepatch|Red harajuku|Black minotaur horn|fantasy
3900|Genesis Kami #4619|483.50482047766724|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4619|Oat|Katana 1|White|Pink strained|White priest|Silver double ring right 1|Green gum|None|Red under cut|Kitsune mask|ancient
3901|Genesis Kami #4611|483.5034572676673|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4611|Spruce blue kiminari|Silver berserker|White|Purple good boy|Bondage pharoh|Silver short long|Smirk|Red mekakushi|Purple shonen|None|fantasy
3902|Genesis Kami #1369|483.4959429190447|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1369|Slate red fire ghost|None|Cream|Sky blue grievous|Black white purple kimono|Black feather|Angry|Houtai both cheek|White japan bangs|Oni mask|ancient
3903|Genesis Kami #1596|483.4805917427716|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1596|Lavender|Spear|White|Purple strained|Black kimono|Silver ring 1|Black rose|Red mekakushi|Black slick hair|White kitsune ears|ancient
3904|Genesis Kami #5070|483.41894602784475|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5070|Black fire|None|Brown|Sky blue satan|White angel|Silver ring 3|Haha|None|White harajuku|Silver sky blue imperial crown|fantasy
3905|Genesis Kami #4938|483.3871126081287|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4938|Colud blue kaminari|Katana 2|White|Purple gentle|Black white purple kimono|Gold dot|Smirk|Houtai cheek & nose|Gray cornrow braids|None|ancient
3906|Genesis Kami #5190|483.34258370335505|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5190|Lead fire fairy|Katana 2|Black|Green cold|Red father|Gold double ring right 1|Neutral|Gold opera kamen|Purple oppa|Sadly mask|present
